YBR119W	YDL087C	YGL049C	YGR013W	YGR074W	YGR162W	YHR165C	YIL061C	YJR084W	YLR275W	YLR298C	YLR430W	YML046W	YML049C	YMR125W	YNL189W	YPL178W	YPL190C	YPR057W	
YBL039C	YBL046W	YBR205W	YCL050C	YDL112W	YDR335W	YDR457W	YFR031C-A	YGR026W	YGR204W	YHL011C	YJL052W	YJR045C	YKL029C	YKL067W	YML056C	YML072C	YMR143W	YNL030W	
YBL039C	YBL046W	YCL050C	YDL112W	YDR335W	YDR457W	YDR471W	YFR031C-A	YGL238W	YGR026W	YGR204W	YHL011C	YJL052W	YKL029C	YLL040C	YML056C	YML072C	YMR078C	YPL009C	
YBL039C	YBL046W	YCL050C	YDL112W	YDR335W	YDR457W	YFR031C-A	YGR026W	YGR204W	YHL011C	YJL052W	YJR045C	YKL029C	YKL067W	YKL181W	YML056C	YML072C	YMR143W	YNL030W	
YBL039C	YBL099W	YBR263W	YDL192W	YDR335W	YDR457W	YGR204W	YHL011C	YJL052W	YKL029C	YKL067W	YKL104C	YKL181W	YLL040C	YML056C	YMR078C	YNL030W	YPL009C	YPL218W	
YAL036C	YBR084W	YDR064W	YDR418W	YGR054W	YGR285C	YHL015W	YHR010W	YHR064C	YJL080C	YJR145C	YKL143W	YKR057W	YLR226W	YLR264W	YMR116C	YOR096W	YPR057W	YPR189W	
YBR193C	YBR253W	YCR081W	YDR145W	YDR443C	YER022W	YGL025C	YGL151W	YGR104C	YGR252W	YML007W	YMR112C	YNL025C	YNL236W	YNR010W	YPL042C	YPL254W	YPR070W	YPR168W	
YBL039C	YBR017C	YDL007W	YER012W	YFR010W	YGR135W	YGR232W	YHL030W	YHR200W	YIL075C	YJL001W	YJL194W	YJR077C	YKL081W	YKL145W	YLR421C	YML062C	YOL087C	YOL098C	
YBR272C	YDL058W	YDL070W	YDL167C	YDR300C	YEL056W	YFR006W	YGL131C	YGL190C	YGR170W	YIR001C	YJR132W	YJR138W	YLL022C	YLR325C	YMR176W	YOL054W	YOR349W	YPL001W	
YAL024C	YBL104C	YBR103W	YCR028C-A	YCR033W	YDL070W	YDL134C	YDL188C	YDR155C	YGL190C	YGL194C	YGR178C	YIL112W	YKR029C	YML109W	YMR273C	YOR349W	YPL106C	YPR043W	
YBL039C	YBR017C	YDL097C	YDR394W	YFR010W	YGL011C	YGR135W	YGR218W	YGR232W	YHL030W	YHR200W	YJR109C	YKL145W	YLR421C	YMR314W	YNL250W	YOL087C	YOL098C	YPR103W	
YBR119W	YCL037C	YDL087C	YDL175C	YDR235W	YDR240C	YGL049C	YGR162W	YHL034C	YHR086W	YHR165C	YIL061C	YIL129C	YJL190C	YLR226W	YLR345W	YMR125W	YPL178W	YPR057W	
YBR119W	YCL037C	YDL087C	YDL175C	YDR235W	YGR013W	YGR162W	YHR165C	YIL061C	YJL190C	YLR226W	YML046W	YMR125W	YMR240C	YOL139C	YPL178W	YPL190C	YPR057W	YPR161C	
YBR119W	YCL037C	YDL087C	YDL175C	YGL049C	YGR162W	YHL034C	YJL190C	YKL012W	YKL173W	YLR117C	YLR226W	YML049C	YMR125W	YMR213W	YMR288W	YNL286W	YPL178W	YPL190C	
YAL016W	YAL024C	YBR103W	YDL047W	YDL134C	YDR155C	YGL194C	YGR161C	YGR178C	YGR281W	YIL112W	YJL098W	YKR027W	YLR310C	YMR273C	YOL068C	YOR014W	YOR267C	YOR349W	
YAL016W	YBL104C	YBR103W	YCR033W	YDL070W	YDL134C	YDL188C	YGL190C	YGL194C	YGR161C	YGR281W	YIL112W	YJR009C	YKR029C	YML109W	YMR273C	YOR014W	YOR349W	YPL106C	
YAL036C	YCL011C	YCL037C	YDL051W	YDL087C	YGL246C	YGR162W	YGR285C	YHR064C	YIL061C	YIR001C	YJL138C	YJL190C	YLR175W	YLR406C	YMR230W	YNL262W	YOR048C	YOR293W	
YBR208C	YBR272C	YDL070W	YDR300C	YEL056W	YFR006W	YGL131C	YGL190C	YGR194C	YJR132W	YLL022C	YLR325C	YML071C	YMR176W	YNL001W	YNL030W	YNL265C	YOL054W	YOR303W	
YBR214W	YBR225W	YDL047W	YDL219W	YER072W	YER155C	YFR019W	YFR040W	YGL056C	YGL115W	YGL197W	YGL246C	YGR161C	YJL098W	YKL117W	YKR028W	YLL021W	YOR267C	YPL049C	
YAR014C	YCR073W-A	YDR028C	YDR195W	YDR228C	YER133W	YER177W	YJR093C	YKL088W	YKL193C	YLR028C	YLR115W	YLR258W	YMR061W	YMR311C	YNL222W	YNR034W	YOR179C	YPR107C	
YAL036C	YDL047W	YDL219W	YER072W	YER155C	YFR019W	YFR040W	YGL056C	YGL115W	YGL197W	YGL246C	YGR161C	YJL098W	YKR028W	YLL021W	YLR310C	YOR267C	YPL020C	YPL049C	
YAL016W	YAL024C	YBR214W	YBR225W	YDL134C	YDL188C	YER155C	YFR019W	YGL190C	YGL197W	YGR161C	YGR281W	YJL098W	YKR027W	YKR028W	YOR014W	YOR267C	YOR349W	YPL020C	
YBL056W	YBR189W	YDR283C	YGR054W	YGR081C	YGR200C	YGR285C	YHR064C	YHR187W	YJL080C	YKL143W	YKR057W	YLR264W	YLR384C	YNL096C	YPL081W	YPL086C	YPL101W	YPL204W	
YAR014C	YCR073W-A	YDL082W	YDR195W	YDR228C	YER133W	YER177W	YKL193C	YKR002W	YLR028C	YLR258W	YLR448W	YMR061W	YMR311C	YNL222W	YNL317W	YOR179C	YOR250C	YPR107C	
YAL016W	YBR214W	YBR225W	YDL047W	YDL134C	YDL219W	YER155C	YFR019W	YFR040W	YGL115W	YGL190C	YGL197W	YGL246C	YGR161C	YGR281W	YJL098W	YKR028W	YOR014W	YOR267C	
YAR014C	YCR073W-A	YDL082W	YDR195W	YDR228C	YDR301W	YER133W	YER177W	YGL044C	YHL033C	YLR028C	YLR115W	YLR258W	YLR448W	YMR061W	YMR311C	YNL222W	YOR179C	YPR107C	
YAL016W	YAL024C	YBR103W	YCR033W	YDL070W	YDL134C	YDL188C	YGL190C	YGL194C	YGR161C	YGR281W	YJR009C	YKR029C	YML109W	YMR273C	YOR014W	YOR349W	YPL106C	YPR040W	
YAL016W	YAL024C	YBR103W	YCR033W	YDL070W	YDL134C	YDL188C	YGL190C	YGL194C	YGR161C	YGR281W	YIL112W	YJR009C	YML109W	YMR273C	YOR014W	YOR349W	YPL106C	YPR040W	
YAR014C	YBR126C	YCR073W-A	YDR028C	YDR049W	YDR477W	YER129W	YER133W	YER177W	YGL115W	YGL208W	YGR156W	YKR002W	YLR028C	YLR258W	YLR389C	YMR311C	YNR034W	YPR107C	
YAR014C	YBR126C	YCR073W-A	YDR028C	YDR049W	YDR186C	YDR422C	YDR477W	YER027C	YER129W	YER177W	YGL115W	YGL208W	YGR152C	YLR028C	YLR258W	YNL076W	YNR034W	YOR267C	
YAL016W	YAL024C	YBL104C	YBR103W	YCR033W	YDL134C	YDL188C	YGL190C	YGL194C	YGR161C	YHR158C	YIL112W	YJR009C	YKR029C	YML109W	YMR273C	YOR014W	YOR349W	YPL106C	
YAL016W	YAL024C	YBL104C	YBR103W	YCR033W	YDL070W	YDL134C	YDL188C	YGL190C	YGL194C	YGR161C	YIL112W	YJR009C	YKR029C	YML109W	YMR273C	YOR014W	YOR349W	YPL106C	
YAL016W	YAL024C	YBL104C	YBR103W	YCR033W	YDL070W	YDL134C	YDL188C	YGL190C	YGL194C	YGR161C	YGR281W	YIL112W	YJR009C	YKR029C	YML109W	YMR273C	YOR349W	YPL106C	
YAL016W	YAL024C	YBL104C	YBR103W	YCR033W	YDL070W	YDL134C	YDL188C	YGL190C	YGL194C	YGR161C	YGR281W	YIL112W	YJR009C	YKR029C	YML109W	YMR273C	YOR014W	YOR349W	
YAL017W	YAL029C	YBR081C	YCL010C	YDR392W	YDR448W	YGL066W	YGL112C	YGR252W	YGR274C	YLR055C	YML007W	YML015C	YMR080C	YMR227C	YOL148C	YPL011C	YPL254W	YPR070W	
YAL036C	YBR084W	YDR418W	YGR054W	YGR285C	YHR010W	YHR064C	YJL080C	YJR145C	YKL143W	YKR057W	YLR226W	YLR264W	YMR116C	YMR125W	YOR096W	YPR057W	YPR161C	YPR189W	
YBR049C	YBR245C	YBR289W	YCR052W	YDR081C	YDR174W	YDR225W	YDR303C	YDR397C	YFR013W	YGL133W	YGR056W	YHL025W	YKR001C	YLR052W	YLR321C	YLR357W	YMR072W	YOL072W	
YBR049C	YBR245C	YCR052W	YDR174W	YDR303C	YFR013W	YFR037C	YGR056W	YGR275W	YKR001C	YLR321C	YLR357W	YML127W	YMR033W	YMR091C	YNR003C	YOR116C	YOR207C	YPR034W	
YBR049C	YBR245C	YDR073W	YDR224C	YDR225W	YFL049W	YGR056W	YGR275W	YHL025W	YIL126W	YJL176C	YKL057C	YKR008W	YLR357W	YML127W	YMR033W	YMR091C	YOR290C	YPR034W	
YAL017W	YCL010C	YDR145W	YDR176W	YDR392W	YDR448W	YGL013C	YGL066W	YGL112C	YGR252W	YLR055C	YML007W	YMR080C	YMR223W	YMR227C	YOL148C	YPL011C	YPL254W	YPR070W	
YBL046W	YDL115C	YDL117W	YDL149W	YDR075W	YDR379W	YER139C	YGL070C	YGR005C	YGR063C	YGR186W	YHL021C	YIL021W	YJL140W	YLR450W	YML010W	YNL201C	YPL129W	YPR093C	
YBL099W	YBR039W	YBR121C	YDL002C	YDL112W	YDL192W	YDR190C	YDR298C	YDR457W	YER092W	YFL013C	YGL150C	YGR204W	YGR281W	YKL067W	YLR052W	YNL250W	YOR270C	YPL218W	
YAL017W	YAL029C	YCL010C	YDR145W	YDR176W	YDR392W	YDR448W	YGL066W	YGL112C	YGR252W	YLR055C	YML007W	YMR080C	YMR223W	YMR227C	YOL148C	YPL011C	YPL254W	YPR070W	
YAL017W	YAL029C	YCL010C	YDR145W	YDR176W	YDR392W	YDR448W	YGL013C	YGL066W	YGL112C	YGR252W	YLR055C	YML007W	YMR223W	YMR227C	YOL148C	YPL011C	YPL254W	YPR070W	
YDL070W	YDR300C	YEL056W	YGL131C	YGL190C	YGL200C	YGR194C	YJR132W	YJR138W	YLL022C	YLR074C	YLR106C	YLR325C	YMR176W	YMR186W	YNL001W	YNL265C	YOL054W	YPL058C	
YAL036C	YCL011C	YCL037C	YCR077C	YDL051W	YDL083C	YDL087C	YGL049C	YGL173C	YGR162W	YGR285C	YHL034C	YHR064C	YJL138C	YJL190C	YMR125W	YMR230W	YNL224C	YPL048W	
YAL036C	YCL011C	YCL037C	YCR077C	YDL051W	YDL083C	YGL049C	YGL173C	YGR162W	YGR285C	YHL034C	YHR064C	YIR001C	YJL138C	YJL190C	YMR125W	YMR230W	YNL224C	YPL048W	
YAL017W	YAL029C	YBR081C	YCL010C	YCR042C	YDR145W	YDR176W	YDR392W	YGL013C	YGL066W	YGL112C	YGR252W	YLR055C	YML007W	YMR223W	YMR227C	YNL272C	YOL148C	YPL254W	
YDL007W	YDL097C	YDL147W	YDR427W	YER012W	YER021W	YFR004W	YFR010W	YFR052W	YGL048C	YHL030W	YHR200W	YIL075C	YLR421C	YMR314W	YOL087C	YOR117W	YOR261C	YPR108W	
YAL036C	YCL011C	YCL037C	YCR077C	YDL051W	YGL049C	YGL246C	YGR162W	YGR285C	YHR064C	YIR001C	YJL138C	YLR175W	YLR310C	YMR230W	YOL139C	YOR048C	YOR276W	YOR293W	
YBL099W	YBL103C	YBR245C	YDL002C	YDL192W	YDR190C	YER092W	YER164W	YFL013C	YFR013W	YGL150C	YKR001C	YLR052W	YOR136W	YOR141C	YOR304W	YPL129W	YPL235W	YPL240C	
YBR289W	YCR052W	YDL167C	YFL049W	YGL013C	YGR056W	YGR275W	YHL025W	YIL126W	YIR001C	YJL176C	YKR001C	YKR008W	YML007W	YMR033W	YMR091C	YNR023W	YPL016W	YPL129W	
YBR289W	YCR052W	YFL049W	YGR056W	YGR275W	YHL025W	YIL126W	YJL176C	YKR008W	YLR321C	YLR347C	YML007W	YMR033W	YMR091C	YNR023W	YOL067C	YOR290C	YPL129W	YPR034W	
YAL032C	YBL104C	YBR065C	YCR063W	YDL030W	YDL087C	YDR240C	YDR473C	YGL128C	YHR156C	YHR165C	YIR009W	YJL203W	YLR117C	YMR288W	YOR308C	YPL178W	YPL213W	YPR178W	
YBR114W	YBR127C	YDL185W	YDR202C	YDR516C	YEL051W	YER171W	YGR020C	YIL128W	YJR033C	YKL080W	YKL119C	YLR447C	YMR178W	YMR315W	YNL064C	YOR270C	YOR332W	YPR036W	
YAL029C	YBR081C	YCL010C	YDR176W	YDR392W	YDR448W	YGL066W	YGL151W	YGR252W	YGR274C	YHR099W	YLR055C	YML007W	YMR223W	YMR236W	YNL236W	YOL148C	YPL254W	YPR070W	
YAL029C	YBR081C	YCL010C	YDR176W	YDR392W	YDR448W	YGL066W	YGL151W	YGR252W	YGR274C	YHR099W	YLR055C	YML007W	YMR080C	YMR223W	YMR236W	YNL236W	YOL148C	YPL254W	
YAL029C	YBR081C	YCL010C	YDR167W	YDR392W	YDR448W	YGL066W	YGL151W	YGR252W	YHR099W	YLR055C	YML007W	YML015C	YMR223W	YMR236W	YNL236W	YOL148C	YOR244W	YPL254W	
YBL104C	YBR065C	YCR063W	YDL030W	YDR364C	YGL100W	YGR278W	YHR156C	YIR009W	YJR050W	YJR084W	YKL173W	YML049C	YMR213W	YMR288W	YOR308C	YOR319W	YOR349W	YPR101W	
YAL032C	YBL074C	YBL104C	YBR065C	YCR063W	YDR416W	YER013W	YGR278W	YHR156C	YIR009W	YJR050W	YJR084W	YKL095W	YKL173W	YLR117C	YLR424W	YMR288W	YPL151C	YPR101W	
YAL032C	YBL104C	YBR065C	YBR152W	YCR063W	YDL087C	YDR416W	YER013W	YGL128C	YGR074W	YHR156C	YHR165C	YJL203W	YJR050W	YLR132C	YLR275W	YML049C	YPL178W	YPR178W	
YAL029C	YBR081C	YCL010C	YDR145W	YDR176W	YDR392W	YDR448W	YGL013C	YGL066W	YGR252W	YHR023W	YLR055C	YML007W	YMR080C	YNL236W	YNL272C	YOL148C	YPL254W	YPR070W	
YAL029C	YBR081C	YCL010C	YDR145W	YDR176W	YDR392W	YDR448W	YGL013C	YGL066W	YGR252W	YHR023W	YLR055C	YML007W	YMR080C	YMR223W	YNL272C	YOL148C	YPL254W	YPR070W	
YBL104C	YBR065C	YCR063W	YDL209C	YDR364C	YDR416W	YER013W	YGL120C	YGL128C	YHR156C	YJR050W	YKL095W	YKL173W	YLL036C	YLR117C	YML056C	YMR213W	YMR288W	YPL151C	
YAL029C	YBR081C	YCL010C	YDR044W	YDR167W	YDR392W	YDR448W	YGL066W	YGL151W	YGR252W	YHR099W	YLR055C	YML007W	YMR223W	YMR236W	YNL236W	YOL148C	YOR244W	YPL254W	
YAL029C	YBR081C	YCL010C	YDR044W	YDR167W	YDR392W	YDR448W	YGL066W	YGL151W	YGR252W	YHR099W	YLR055C	YML007W	YML015C	YMR223W	YMR236W	YNL236W	YOL148C	YPL254W	
YAL032C	YBL104C	YBR065C	YCR063W	YDL030W	YDR416W	YDR473C	YER029C	YGL128C	YGR278W	YHR165C	YJR050W	YKL173W	YKR022C	YLR424W	YOR308C	YPL151C	YPL178W	YPR082C	
YBL104C	YBR065C	YBR152W	YCR063W	YDL209C	YDR416W	YGL100W	YGL128C	YHR156C	YHR165C	YIR009W	YJR050W	YJR084W	YKR022C	YLR424W	YMR240C	YOR308C	YOR349W	YPL213W	
YAL032C	YBL104C	YBR065C	YCR063W	YDL098C	YDR378C	YER013W	YER172C	YGL100W	YGR013W	YGR075C	YHR156C	YHR165C	YIR009W	YLR117C	YMR125W	YOR349W	YPL178W	YPR082C	
YAL029C	YBR081C	YBR253W	YCL010C	YDR145W	YDR176W	YDR448W	YGL151W	YGR252W	YJL176C	YML007W	YMR080C	YMR223W	YMR236W	YNL236W	YNR023W	YOR290C	YPL254W	YPR070W	
YAL029C	YBR081C	YBR253W	YCL010C	YDR145W	YDR176W	YDR392W	YDR448W	YGL013C	YGL066W	YGR252W	YLR055C	YML007W	YMR223W	YMR236W	YNL236W	YOL148C	YPL254W	YPR070W	
YAL029C	YBR081C	YBR253W	YCL010C	YDR145W	YDR176W	YDR392W	YDR448W	YGL013C	YGL066W	YGR252W	YLR055C	YML007W	YMR080C	YMR223W	YMR236W	YOL148C	YPL254W	YPR070W	
YBR279W	YER103W	YER164W	YGL207W	YGL252C	YGR163W	YGR217W	YIL035C	YKL064W	YKL088W	YLR407W	YLR418C	YMR172W	YOL004W	YOL145C	YOR039W	YOR061W	YOR123C	YPL181W	
YAL029C	YBR130C	YBR177C	YDL019C	YDL116W	YER071C	YFL039C	YGL100W	YGL106W	YGL157W	YIL034C	YIR003W	YKL007W	YKL057C	YKL130C	YLR208W	YLR429W	YML056C	YMR109W	
YBL026W	YCR077C	YDL030W	YDL098C	YDL160C	YDR037W	YER029C	YER112W	YER146W	YER172C	YGL173C	YGR091W	YHR156C	YJL124C	YLR438C-A	YOR308C	YPR057W	YPR082C	YPR178W	
YBL026W	YCR077C	YDL043C	YDL087C	YDL098C	YDL160C	YDR378C	YER112W	YER146W	YGL173C	YGR013W	YGR074W	YGR091W	YHR165C	YJL124C	YJL203W	YLR147C	YOR308C	YPR057W	
YBL026W	YBR119W	YDL030W	YDL087C	YDL098C	YDR235W	YER029C	YER172C	YGL100W	YGR013W	YGR091W	YGR162W	YIL061C	YJR084W	YMR240C	YPL178W	YPL213W	YPR082C	YPR178W	
YBR114W	YBR136W	YCR028C-A	YCR092C	YDL156W	YDL225W	YDR097C	YFR037C	YHR164C	YIR002C	YLR142W	YLR386W	YMR315W	YNL021W	YOL090W	YOR323C	YOR332W	YPL083C	YPL154C	
YBR114W	YBR136W	YCR028C-A	YCR092C	YDL156W	YDL225W	YDR097C	YFR037C	YHR164C	YIL129C	YIR002C	YLR386W	YMR315W	YNL021W	YOL090W	YOR323C	YOR332W	YPL083C	YPL154C	
YBR279W	YDR429C	YER164W	YGL019W	YGL244W	YGR090W	YIL035C	YKL064W	YLR407W	YLR418C	YML069W	YMR172W	YNL251C	YOL145C	YOR039W	YOR061W	YOR123C	YOR361C	YPL181W	
YAL029C	YBR130C	YBR177C	YER071C	YGL157W	YIL034C	YIR003W	YJL020C	YJL115W	YJR140C	YKL007W	YKL057C	YKL130C	YLR429W	YML056C	YMR109W	YOR153W	YOR284W	YPL153C	
YBR279W	YER103W	YER164W	YGL019W	YGL206C	YGL244W	YIL035C	YIL084C	YKL064W	YLR407W	YLR418C	YMR172W	YOL004W	YOL145C	YOR039W	YOR061W	YOR123C	YPL181W	YPL208W	
YBL026W	YBL074C	YBL104C	YBR055C	YBR065C	YCR063W	YCR077C	YDR378C	YER172C	YGL173C	YHR156C	YHR165C	YJL124C	YLR147C	YLR424W	YLR438C-A	YML049C	YMR125W	YOR308C	
YAL029C	YBR081C	YBR198C	YCL010C	YDR167W	YDR392W	YDR448W	YGL112C	YGR274C	YKL078W	YLR055C	YML015C	YMR005W	YMR080C	YMR223W	YMR227C	YMR236W	YPL011C	YPL254W	
YBR272C	YDL070W	YDR300C	YEL056W	YFR006W	YGL190C	YGL200C	YGR170W	YGR194C	YJR132W	YJR138W	YLL022C	YMR176W	YMR186W	YNL030W	YNL265C	YOL054W	YOR303W	YPL001W	
YBR272C	YDL070W	YDR300C	YEL056W	YFR006W	YGL131C	YGL190C	YGR194C	YJR132W	YJR138W	YLL022C	YLR325C	YML071C	YMR176W	YNL001W	YNL265C	YOL054W	YOR303W	YPL001W	
YAL029C	YBR130C	YBR177C	YBR202W	YDL019C	YER071C	YGL001C	YIL034C	YIR003W	YJL115W	YJR140C	YKL007W	YKL130C	YLR429W	YML056C	YMR109W	YOR153W	YOR284W	YPL153C	
YAL029C	YBR130C	YBR177C	YBR202W	YDL019C	YER071C	YGL001C	YIL034C	YIL070C	YIR003W	YJL115W	YJR140C	YKL007W	YKL130C	YLR429W	YML056C	YMR109W	YOR153W	YPL153C	
YAL029C	YBR109C	YBR177C	YDL019C	YDR150W	YER071C	YFL039C	YGL157W	YGR086C	YHL020C	YIL034C	YIR003W	YKL007W	YKL057C	YKL130C	YLR429W	YML056C	YMR109W	YOR284W	
YAL029C	YBR198C	YCL010C	YDR176W	YDR392W	YDR448W	YGL066W	YGR252W	YHR099W	YLR055C	YML007W	YML015C	YML114C	YMR072W	YMR080C	YMR223W	YOL148C	YPL011C	YPL254W	
YBR114W	YBR136W	YCR028C-A	YCR092C	YDL156W	YDR097C	YDR295C	YDR499W	YHR164C	YIR002C	YKR001C	YLR386W	YML032C	YMR315W	YNL021W	YOL090W	YOR323C	YPL154C	YPR065W	
YBR114W	YBR136W	YCR028C-A	YCR092C	YDL156W	YDR097C	YDR295C	YDR499W	YIR002C	YKR001C	YLR142W	YLR386W	YMR315W	YNL021W	YOL090W	YOR323C	YPL154C	YPR065W	YPR179C	
YAL034C	YAR002W	YCL009C	YER110C	YFR030W	YGL191W	YGL195W	YIL070C	YIL094C	YJL138C	YKL010C	YLR180W	YLR335W	YNL224C	YOR136W	YPL020C	YPL061W	YPL226W	YPR174C	
YBR114W	YCR028C-A	YCR092C	YDL156W	YDL225W	YDR097C	YDR295C	YDR434W	YHR164C	YIR002C	YML032C	YMR315W	YNL021W	YNL312W	YOL090W	YOR323C	YOR332W	YPR065W	YPR179C	
YBR114W	YCR028C-A	YCR092C	YDL156W	YDL225W	YDR097C	YDR295C	YDR434W	YIR002C	YJL173C	YKR001C	YML032C	YMR315W	YNL021W	YOL090W	YOR323C	YOR332W	YPR065W	YPR179C	
YAL034C	YAR002W	YBR025C	YCL009C	YDR214W	YER110C	YFR009W	YGL191W	YGL195W	YIL094C	YJL138C	YLR335W	YML063W	YNL224C	YOR136W	YPL020C	YPL061W	YPL226W	YPR174C	
