YBR272C	YDL058W	YDL070W	YDR300C	YEL056W	YFR006W	YGL131C	YGL190C	YGL200C	YGR170W	YJR132W	YJR138W	YLL022C	YLR325C	YMR176W	YMR186W	YOL054W	YPL001W	YPL058C	
YBR272C	YDL058W	YDL070W	YDL167C	YDR300C	YEL056W	YFR006W	YGL131C	YGR170W	YIR001C	YJR132W	YJR138W	YLL022C	YLR325C	YMR080C	YMR176W	YNL016W	YOL054W	YPL001W	
YBR105C	YBR272C	YDL058W	YDL070W	YDR300C	YEL056W	YFR006W	YGL131C	YGR170W	YJR109C	YJR132W	YJR138W	YLL022C	YLR325C	YMR176W	YNL030W	YOL054W	YOR303W	YPL001W	
YAL016W	YAL024C	YDL070W	YDL134C	YDL188C	YDR074W	YDR198C	YGL190C	YGL206C	YGR161C	YGR234W	YJR009C	YKL010C	YML028W	YML109W	YMR152W	YMR273C	YOR349W	YPL106C	
YAL034C	YAR002W	YCL009C	YDR257C	YDR502C	YER110C	YGL195W	YIL094C	YJL138C	YKR029C	YLL021W	YLR335W	YLR347C	YMR308C	YMR310C	YNL189W	YNL224C	YOR098C	YPL020C	
YBR171W	YCR043C	YDR245W	YDR525W-A	YEL022W	YEL036C	YER017C	YGR132C	YGR231C	YJL183W	YKL039W	YKR031C	YLR292C	YLR342W	YLR450W	YMR089C	YOR254C	YPL050C	YPL094C	
YBR171W	YCR043C	YDR245W	YDR525W-A	YEL022W	YEL036C	YER017C	YGR132C	YGR231C	YJL183W	YJR075W	YKL039W	YKR031C	YLR292C	YLR342W	YLR450W	YMR089C	YPL050C	YPL094C	
YAL016W	YAL024C	YBR214W	YBR225W	YDL134C	YDL188C	YER155C	YFR019W	YGL190C	YGL197W	YGR161C	YGR281W	YJL098W	YKR027W	YKR028W	YOR014W	YOR267C	YOR349W	YPL020C	
YBL017C	YBR214W	YBR225W	YDL047W	YDL219W	YER072W	YFR019W	YGL197W	YGL246C	YGR161C	YJL098W	YKL117W	YKR027W	YKR028W	YLL021W	YLR310C	YNR016C	YOR267C	YPL049C	
YBL074C	YBR119W	YBR152W	YDL030W	YDR473C	YER029C	YER112W	YER146W	YGL100W	YGR074W	YIR009W	YJR084W	YLR298C	YLR424W	YOR308C	YOR319W	YPL178W	YPR178W	YPR182W	
YBR114W	YCR028C-A	YCR092C	YDL156W	YDL225W	YDR097C	YDR295C	YDR434W	YHR164C	YIR002C	YML032C	YMR315W	YNL021W	YNL312W	YOL090W	YOR323C	YOR332W	YPR065W	YPR179C	
YBL104C	YBR065C	YCR063W	YDL030W	YDR364C	YGL100W	YGR278W	YHR156C	YIR009W	YJR050W	YJR084W	YKL173W	YML049C	YMR213W	YMR288W	YOR308C	YOR319W	YOR349W	YPR101W	
YAL043C	YAR003W	YBR175W	YDR195W	YDR228C	YDR469W	YER133W	YGL044C	YHR119W	YJR093C	YKL018W	YKR002W	YLR015W	YLR115W	YMR061W	YMR311C	YNL222W	YPL138C	YPR074C	
YBL074C	YBL104C	YBR055C	YBR065C	YCR063W	YDL098C	YDR378C	YDR473C	YGL100W	YGR075C	YGR278W	YHR156C	YIR009W	YJR050W	YJR084W	YLR424W	YOR308C	YOR319W	YOR349W	
YBR214W	YBR225W	YDL047W	YDL134C	YDL219W	YER072W	YER155C	YFR019W	YFR040W	YGL056C	YGL197W	YGL246C	YGR161C	YJL098W	YKL117W	YKR027W	YLL021W	YOR267C	YPL049C	
YBR272C	YDL070W	YDR300C	YEL056W	YFR006W	YGL190C	YGL200C	YGR170W	YGR194C	YJR132W	YJR138W	YLL022C	YMR176W	YMR186W	YNL030W	YNL265C	YOL054W	YOR303W	YPL001W	
YDL115C	YDL140C	YDR075W	YDR251W	YDR379W	YDR404C	YGL070C	YGR005C	YGR063C	YGR186W	YGR192C	YIL153W	YML010W	YNL201C	YOR151C	YOR224C	YPR093C	YPR180W	YPR187W	
YAL034C	YAR002W	YER110C	YFR009W	YFR030W	YGL195W	YGR218W	YIL070C	YIL094C	YJL138C	YKL010C	YML063W	YNL224C	YOR136W	YPL020C	YPL061W	YPL226W	YPL240C	YPR174C	
YAL043C	YAR003W	YAR014C	YCR073W-A	YDR195W	YDR301W	YER133W	YKL018W	YKR002W	YLR115W	YLR258W	YLR277C	YLR448W	YMR311C	YNL222W	YNL317W	YOR179C	YPL138C	YPR107C	
YAL016W	YBR214W	YBR225W	YDL047W	YDL134C	YDL219W	YER155C	YFR019W	YFR040W	YGL056C	YGL197W	YGL246C	YGR161C	YJL098W	YKR027W	YKR028W	YLR310C	YOR014W	YPL020C	
YAL016W	YBR214W	YBR225W	YDL047W	YDL134C	YDL219W	YER155C	YFR019W	YFR040W	YGL056C	YGL197W	YGL246C	YGR161C	YJL098W	YKL117W	YLL021W	YLR310C	YOR014W	YPL020C	
YAL016W	YBL017C	YBR214W	YDL047W	YDL219W	YER155C	YFR019W	YFR040W	YGL197W	YGL246C	YGR161C	YJL098W	YKR027W	YKR028W	YLL021W	YLR310C	YOR267C	YPL020C	YPL049C	
YBL074C	YBL104C	YBR055C	YBR069C	YDL030W	YDL043C	YDL098C	YER029C	YGL100W	YGR091W	YIR009W	YJL203W	YJR084W	YMR240C	YMR288W	YOL139C	YOR319W	YOR349W	YPL213W	
YBL074C	YBL104C	YBR055C	YDL030W	YDL043C	YDL098C	YER029C	YGL100W	YGR091W	YIR009W	YJL203W	YJR084W	YLR275W	YMR240C	YMR288W	YOL139C	YOR319W	YOR349W	YPL213W	
YBL027W	YBL032W	YBR208C	YBR221C	YDR069C	YDR430C	YER178W	YFL018C	YFL034W	YGL147C	YGR178C	YGR193C	YHL019C	YKL135C	YLR170C	YNL071W	YPL259C	YPR029C	YPR152C	
YBL017C	YBR214W	YBR225W	YDL047W	YDL219W	YER072W	YER155C	YFR019W	YGL197W	YGL246C	YGR161C	YJL098W	YKL117W	YKR027W	YKR028W	YLL021W	YLR310C	YOR267C	YPL049C	
YAL034C	YAR002W	YDL208W	YDR257C	YDR502C	YER110C	YGR081C	YHL003C	YKR029C	YLL021W	YLR005W	YLR335W	YLR347C	YMR308C	YMR310C	YNL189W	YNL224C	YOR098C	YPL020C	
YAL034C	YAR002W	YDL208W	YDR257C	YDR502C	YER110C	YER178W	YGR081C	YHL003C	YKR029C	YLL021W	YLR335W	YLR347C	YMR308C	YMR310C	YNL189W	YNL224C	YOR098C	YPL020C	
YBL074C	YBL104C	YBR065C	YCR063W	YDL030W	YDR473C	YER172C	YHR156C	YIR009W	YJL203W	YJR050W	YJR084W	YLR117C	YLR424W	YML049C	YOR308C	YOR319W	YOR349W	YPR101W	
YBL074C	YBL104C	YBR065C	YCR063W	YDL043C	YDL098C	YDR473C	YGL100W	YGR278W	YHR156C	YIR009W	YJL203W	YJR050W	YJR084W	YLR424W	YMR240C	YOR308C	YOR319W	YOR349W	
YBR272C	YDL070W	YDL134C	YDL167C	YDL188C	YDR164C	YDR300C	YEL056W	YGL190C	YGR250C	YIR001C	YJR132W	YJR138W	YLR325C	YML109W	YML117W	YNL016W	YOL054W	YPL001W	
YAL043C	YAR014C	YBR105C	YDR195W	YDR228C	YER133W	YGL044C	YHL033C	YHR216W	YJR093C	YLR115W	YLR258W	YLR277C	YLR448W	YMR311C	YNL317W	YOR179C	YOR250C	YPR074C	
YBL074C	YBL104C	YBR065C	YCR063W	YDL098C	YDR283C	YGL100W	YHR156C	YJR050W	YJR084W	YKR022C	YLR424W	YMR240C	YMR288W	YOR319W	YOR349W	YPL213W	YPR043W	YPR101W	
YAL043C	YBL075C	YBR105C	YDL082W	YDL195W	YDR195W	YDR228C	YDR301W	YGL044C	YGL227W	YHL033C	YHR216W	YJR093C	YKL018W	YLR115W	YLR277C	YLR448W	YMR061W	YOR250C	
YAL043C	YBR105C	YCR073W-A	YDR195W	YDR228C	YER133W	YGR156W	YHR216W	YKL059C	YKR002W	YLR028C	YLR115W	YLR258W	YMR061W	YMR311C	YNL222W	YNL317W	YOR179C	YPR107C	
YDL115C	YDL117W	YDL140C	YDR251W	YDR404C	YGL070C	YGR005C	YGR063C	YGR186W	YHL021C	YIL021W	YJL140W	YLR450W	YML010W	YML114C	YOL005C	YPL129W	YPR093C	YPR180W	
YBR114W	YCR028C-A	YCR092C	YDL156W	YDL225W	YDR097C	YDR295C	YDR499W	YHR164C	YIR002C	YML032C	YMR315W	YNL021W	YOL090W	YOR323C	YOR332W	YPL154C	YPR065W	YPR179C	
YBL007C	YBL047C	YCR030C	YDL191W	YFR024C-A	YGL206C	YGR027C	YGR167W	YHR114W	YJL201W	YJR005W	YLR150W	YLR337C	YLR432W	YML001W	YNL084C	YNL168C	YOL016C	YOR181W	
YBR114W	YCR002C	YCR028C-A	YCR092C	YDL156W	YDL225W	YDR097C	YHR107C	YIR002C	YJL060W	YJR076C	YJR092W	YKL085W	YLR314C	YML032C	YMR315W	YNL233W	YOL090W	YOR332W	
YAL034C	YAR002W	YBR086C	YDL083C	YER110C	YGL191W	YGR081C	YHL015W	YHR069C	YLL021W	YLR180W	YLR335W	YMR230W	YMR310C	YNL189W	YNL224C	YOR001W	YPL020C	YPR174C	
YAL016W	YAL024C	YBR103W	YCR028C-A	YCR033W	YDL188C	YDR155C	YGL190C	YGL194C	YGR161C	YGR178C	YIL112W	YJR009C	YKR027W	YML109W	YMR273C	YOL068C	YOR349W	YPL106C	
YBL039C	YDL115C	YDL140C	YDR171W	YDR251W	YDR404C	YFR009W	YGL070C	YGR005C	YGR063C	YGR186W	YLR180W	YML010W	YOR151C	YOR224C	YPL129W	YPR093C	YPR180W	YPR187W	
YBR121C	YCR035C	YDL111C	YDR280W	YGR095C	YGR158C	YGR195W	YHR069C	YHR081W	YIR035C	YLR398C	YML056C	YNL189W	YNL232W	YOL021C	YOL142W	YOR001W	YOR076C	YPR189W	
YBL039C	YDL115C	YDL140C	YDR171W	YDR251W	YDR404C	YER139C	YFR009W	YGL070C	YGR063C	YGR186W	YJL140W	YKL029C	YLR180W	YML010W	YOL005C	YOR151C	YPR093C	YPR180W	
YAL016W	YAL024C	YBL104C	YBR103W	YCR033W	YDL134C	YDL188C	YGL190C	YGL194C	YGR161C	YGR281W	YIL112W	YKR027W	YKR029C	YML109W	YMR273C	YOR014W	YOR349W	YPR043W	
YAL016W	YAL024C	YBL104C	YBR103W	YCR033W	YDL134C	YDL188C	YGL190C	YGL194C	YGR161C	YGR281W	YIL112W	YJR009C	YKR029C	YML109W	YMR273C	YOR014W	YOR349W	YPR043W	
YBR267W	YDL051W	YDL075W	YDR101C	YDR496C	YFR001W	YGL103W	YGL147C	YIL133C	YKL009W	YLR029C	YLR074C	YLR106C	YLR325C	YLR449W	YOL127W	YOR252W	YPL249C-A	YPR016C	
YAL027W	YBR105C	YBR272C	YDL070W	YDR174W	YDR300C	YEL056W	YGR194C	YGR261C	YJR109C	YKL112W	YLL022C	YNL001W	YNL030W	YNL216W	YNL265C	YOL054W	YOR303W	YPL001W	
YBL007C	YBL047C	YCR030C	YDL191W	YFR024C-A	YGL206C	YGR027C	YGR167W	YHR114W	YJL201W	YJR005W	YLR150W	YLR337C	YLR432W	YML001W	YNL084C	YOL016C	YOR181W	YOR252W	
YBR114W	YBR136W	YCR028C-A	YDL156W	YDL225W	YDR097C	YDR499W	YHR146W	YIR002C	YJL146W	YJR092W	YLR142W	YLR386W	YML032C	YMR196W	YMR234W	YMR315W	YNL233W	YPL154C	
YBR114W	YCR002C	YCR028C-A	YCR092C	YDL156W	YDL225W	YDR295C	YHR107C	YIR002C	YJR092W	YML032C	YNL021W	YNL233W	YOL090W	YOL097C	YOR323C	YPL154C	YPR065W	YPR179C	
YAL027W	YBR105C	YBR288C	YCL024W	YDL042C	YDR174W	YDR507C	YGL241W	YGR208W	YGR261C	YJL024C	YJL076W	YKL112W	YKR048C	YLR436C	YMR304W	YNL030W	YNL078W	YPL195W	
YBL103C	YBR245C	YBR289W	YDR073W	YFL049W	YFR037C	YGL013C	YGL133W	YGR017W	YHL025W	YIL056W	YKR001C	YMR072W	YNR023W	YOL006C	YOL067C	YOL072W	YOR290C	YPL129W	
YAL027W	YBR288C	YCL024W	YDL042C	YDR174W	YDR507C	YGL241W	YGR208W	YGR261C	YJL024C	YJL076W	YKL112W	YKR048C	YLR436C	YMR304W	YNL078W	YNL216W	YOL070C	YPL195W	
YAL027W	YBR288C	YCL024W	YDL042C	YDR174W	YDR507C	YGL241W	YGR208W	YGR261C	YJL024C	YJL076W	YKR048C	YLR436C	YMR304W	YNL078W	YNL216W	YOL070C	YPL082C	YPL195W	
YAL013W	YCR084C	YDR207C	YEL018W	YFR013W	YGL019W	YHL020C	YIL035C	YIL084C	YKL072W	YLR103C	YMR072W	YMR075W	YMR263W	YNL330C	YOL004W	YOR061W	YPL139C	YPL181W	
YAL013W	YCR084C	YDL076C	YEL018W	YFR013W	YIL035C	YIL084C	YKL072W	YLR103C	YMR072W	YMR075W	YMR263W	YNL097C	YNL107W	YNL330C	YOL004W	YPL139C	YPL181W	YPR023C	
YAL013W	YCR084C	YDL076C	YEL018W	YFR013W	YIL035C	YIL084C	YKL072W	YKR001C	YMR072W	YMR075W	YMR263W	YNL097C	YNL330C	YOL004W	YOR061W	YPL139C	YPL181W	YPR023C	
YBR169C	YCL014W	YCR030C	YDL203C	YDR050C	YGL131C	YJL005W	YKL152C	YLR189C	YLR371W	YLR386W	YLR425W	YML009C	YMR052W	YMR098C	YMR225C	YNL127W	YPL066W	YPL183W-A	
YAL013W	YCR084C	YDL076C	YDR207C	YEL018W	YGL019W	YIL084C	YKL072W	YLR103C	YMR075W	YMR263W	YNL097C	YNL107W	YNL330C	YOL004W	YOR061W	YPL139C	YPL181W	YPR023C	
YAL013W	YCR084C	YDL076C	YDR207C	YEL018W	YFR013W	YGL019W	YIL084C	YKL072W	YLR103C	YMR075W	YMR263W	YNL097C	YNL330C	YOL004W	YOR061W	YPL139C	YPL181W	YPR023C	
YAL013W	YBR279W	YCR084C	YDR207C	YER103W	YER164W	YGL019W	YGL244W	YIL035C	YIL084C	YLR223C	YLR407W	YLR418C	YMR172W	YOL145C	YOR039W	YOR061W	YOR123C	YPL181W	
YBL075C	YBR079C	YDR429C	YER164W	YGL019W	YGL244W	YIL035C	YKL064W	YKL088W	YLR223C	YLR407W	YLR418C	YML016C	YMR172W	YMR309C	YOL145C	YOR039W	YOR061W	YOR361C	
YBL104C	YBR065C	YBR152W	YCR063W	YDL209C	YDR416W	YGL128C	YHR156C	YHR165C	YIR009W	YJR050W	YJR084W	YKR022C	YLR424W	YMR240C	YMR288W	YOR308C	YOR349W	YPL213W	
YAL026C	YBL099W	YDL185W	YDL213C	YDR202C	YDR328C	YDR516C	YEL013W	YGR020C	YJR033C	YKL080W	YKL119C	YLR447C	YMR054W	YMR315W	YNR050C	YOR270C	YOR332W	YPR036W	
YAL034C	YAR002W	YCL009C	YDR214W	YER110C	YFR009W	YFR030W	YGL195W	YIL070C	YIL094C	YJL138C	YKL010C	YML063W	YNL224C	YOR136W	YPL061W	YPL226W	YPL240C	YPR174C	
YAL034C	YAR002W	YCL009C	YDR170C	YER110C	YFR009W	YFR030W	YGL191W	YGL195W	YIL070C	YIL094C	YJL138C	YKL010C	YLR180W	YLR335W	YML063W	YOR136W	YPL061W	YPR174C	
YBL017C	YBR214W	YBR225W	YDL047W	YDL219W	YER072W	YER155C	YFR019W	YFR040W	YGL056C	YGL197W	YGR161C	YJL098W	YKL117W	YKR027W	YKR028W	YLL021W	YOR267C	YPL049C	
YBR105C	YBR272C	YDL058W	YDL070W	YDR300C	YFR006W	YGL131C	YGL190C	YGR170W	YJR109C	YJR132W	YJR138W	YLL022C	YLR325C	YMR176W	YNL030W	YOL054W	YOR303W	YPL001W	
YAL034C	YAR002W	YBR225W	YER110C	YER178W	YFR040W	YGL197W	YGR081C	YHR069C	YJL098W	YJR145C	YLL021W	YLR335W	YMR310C	YNL189W	YNL224C	YOR001W	YPL020C	YPR174C	
YAL026C	YBR127C	YDL185W	YDL213C	YDR140W	YDR202C	YDR516C	YEL051W	YGR020C	YKL080W	YKL119C	YLR447C	YMR054W	YNR043W	YNR050C	YOL124C	YOR078W	YOR096W	YOR164C	
YBL104C	YBR055C	YBR065C	YBR152W	YCR063W	YDL209C	YDR416W	YGL128C	YHR156C	YHR165C	YIR009W	YJR050W	YJR084W	YKR022C	YLR424W	YMR240C	YOR308C	YOR349W	YPL213W	
YAL026C	YBR127C	YDL185W	YDL213C	YDR202C	YDR516C	YEL013W	YEL051W	YGR020C	YGR281W	YIL128W	YJR033C	YKL080W	YKL119C	YLR447C	YMR054W	YNR050C	YOR270C	YPR036W	
YAR002W	YCL009C	YER110C	YFR009W	YFR030W	YGL191W	YGL195W	YGR218W	YIL070C	YIL094C	YJL138C	YKL010C	YLR180W	YLR335W	YOR136W	YPL020C	YPL061W	YPL226W	YPR174C	
YAR002W	YCL009C	YER110C	YFR009W	YFR030W	YGL195W	YGR218W	YIL070C	YIL094C	YJL101C	YJL138C	YKL010C	YKL081W	YLR153C	YLR335W	YOR136W	YPL061W	YPL226W	YPR174C	
YBL072C	YDL149W	YDR429C	YER103W	YER164W	YGL019W	YIL035C	YJL190C	YKL088W	YLR192C	YLR264W	YLR359W	YML016C	YNL096C	YNL301C	YOR039W	YOR061W	YOR293W	YOR361C	
YDL058W	YDL070W	YDL167C	YDR300C	YEL056W	YGL190C	YGR170W	YGR194C	YJR132W	YJR138W	YLL022C	YLR325C	YLR386W	YMR186W	YNL001W	YOL054W	YPL001W	YPL058C	YPL083C	
YAL034C	YAR002W	YBR103W	YDL208W	YDR257C	YDR502C	YER110C	YGR081C	YHL003C	YLL021W	YLR335W	YLR347C	YMR308C	YMR310C	YNL189W	YNL224C	YOR098C	YPL020C	YPR174C	
YAL016W	YAL024C	YBR103W	YCR033W	YDL134C	YDL188C	YGL190C	YGL194C	YGR161C	YGR281W	YJL098W	YKR027W	YKR029C	YML109W	YMR273C	YOR014W	YOR267C	YOR349W	YPR043W	
YAL026C	YDL185W	YDL213C	YDR140W	YDR202C	YDR516C	YEL013W	YGR020C	YJR033C	YKL119C	YLR447C	YMR054W	YNR050C	YOL124C	YOR078W	YOR096W	YOR164C	YOR270C	YPR036W	
YAR002W	YDR170C	YER110C	YFR009W	YFR030W	YGL191W	YGL195W	YIL070C	YIL094C	YJL138C	YJR077C	YKL010C	YLR180W	YLR335W	YNL224C	YOR136W	YPL061W	YPL226W	YPR174C	
YAL016W	YAL024C	YBR103W	YCR033W	YDL134C	YDL188C	YGL190C	YGL194C	YGR161C	YGR281W	YHR158C	YJR009C	YKR027W	YKR029C	YML109W	YMR273C	YOR014W	YOR349W	YPR040W	
YAL016W	YAL024C	YBR103W	YCR033W	YDL134C	YDL188C	YGL190C	YGL194C	YGR161C	YGR281W	YHR158C	YIL112W	YJR009C	YKR027W	YKR029C	YML109W	YMR273C	YOR014W	YOR349W	
YAL016W	YAL024C	YBR103W	YCR033W	YDL134C	YDL188C	YGL190C	YGL194C	YGR161C	YGR281W	YHR158C	YIL112W	YJL098W	YJR009C	YML109W	YMR273C	YOR014W	YOR349W	YPR040W	
YAL016W	YAL024C	YBR103W	YCR033W	YDL070W	YDL134C	YDL188C	YGL190C	YGL194C	YGR161C	YGR281W	YIL112W	YJL098W	YJR009C	YML109W	YMR273C	YOR014W	YOR349W	YPR040W	
YBR114W	YCR002C	YCR028C-A	YCR092C	YDL156W	YDL225W	YDR295C	YHR107C	YIR002C	YJR092W	YNL021W	YNL233W	YOL090W	YOL097C	YOR323C	YOR332W	YPR036W	YPR065W	YPR179C	
YBR214W	YBR225W	YDL047W	YER072W	YFR019W	YFR040W	YGL056C	YGL197W	YGL246C	YGR161C	YJL098W	YKL117W	YKR027W	YKR028W	YLL021W	YNR016C	YOR267C	YPL020C	YPL049C	
YBR084W	YBR263W	YDR341C	YDR418W	YDR471W	YFR031C-A	YGL031C	YGR204W	YHR128W	YJL154C	YJL191W	YLL040C	YLR355C	YML073C	YMR142C	YNL069C	YNL112W	YOR048C	YPL009C	
YAL036C	YBL061C	YBR084W	YBR189W	YDR418W	YGR054W	YGR162W	YGR285C	YHR010W	YHR013C	YHR064C	YJL080C	YJL190C	YKR057W	YLR398C	YML124C	YMR116C	YOR096W	YPR189W	
YBR119W	YCL037C	YDL175C	YDR225W	YDR240C	YGL049C	YGR074W	YIL061C	YJL080C	YJL190C	YJL203W	YJR084W	YJR145C	YLR147C	YLR226W	YML046W	YMR125W	YPR057W	YPR161C	
YBR119W	YCL037C	YDL175C	YDR225W	YFL017W-A	YGL049C	YGR074W	YHL015W	YHL034C	YJL080C	YJL190C	YJR145C	YLR226W	YLR298C	YLR430W	YMR125W	YPL178W	YPL190C	YPR057W	
YBR084W	YBR263W	YDL082W	YDR418W	YFR031C-A	YGL031C	YGR085C	YGR204W	YHR010W	YJL191W	YLR367W	YML073C	YML124C	YMR142C	YNL069C	YNL301C	YPL009C	YPL249C-A	YPR175W	
YAL036C	YCL011C	YCL037C	YDL051W	YDL083C	YGL049C	YGR162W	YGR285C	YHL015W	YHL034C	YHR064C	YIR001C	YJL138C	YJL190C	YLR406C	YMR230W	YNL262W	YOR293W	YPL048W	
YBR049C	YBR245C	YBR289W	YCR052W	YDR073W	YDR225W	YFL049W	YGL133W	YHL025W	YJL176C	YKR001C	YLR357W	YML127W	YMR072W	YNR023W	YOR290C	YOR326W	YPL129W	YPR034W	
YBR084W	YBR263W	YDL112W	YDR418W	YDR471W	YFR031C-A	YGL031C	YGR204W	YJL191W	YLR355C	YML073C	YMR142C	YMR192W	YNL069C	YNL112W	YOL120C	YOR048C	YPL009C	YPL143W	
YAL036C	YBL024W	YBR084W	YDR418W	YER155C	YGR054W	YGR081C	YGR285C	YHR010W	YHR064C	YJL080C	YKL143W	YKR057W	YLR039C	YLR264W	YMR116C	YNL096C	YOR096W	YPR189W	
YBR048W	YBR189W	YBR247C	YDL060W	YDL148C	YGR054W	YGR081C	YJR145C	YKL143W	YLR264W	YML024W	YML026C	YNL207W	YNL308C	YOR056C	YOR096W	YOR293W	YPL012W	YPL204W	
YDL185W	YDL213C	YDR140W	YDR202C	YDR516C	YEL013W	YEL051W	YGR020C	YGR281W	YIL128W	YJR033C	YKL119C	YNR050C	YOL124C	YOR078W	YOR096W	YOR164C	YOR270C	YPR036W	
YCR052W	YDR225W	YFL049W	YGR056W	YGR275W	YHL025W	YIL126W	YJL176C	YKL057C	YKR008W	YLR321C	YLR357W	YML127W	YMR033W	YMR072W	YMR091C	YOL067C	YOR290C	YPR034W	
YDL185W	YDL213C	YDR140W	YDR202C	YDR516C	YEL013W	YEL051W	YGR020C	YGR281W	YJR033C	YKL119C	YLR447C	YNR050C	YOL124C	YOR078W	YOR096W	YOR164C	YOR270C	YPR036W	
YBR119W	YCL037C	YDL087C	YDL175C	YDR240C	YGL049C	YHL034C	YJL190C	YJR084W	YLR226W	YLR275W	YLR298C	YLR345W	YML049C	YMR125W	YPL178W	YPL190C	YPR161C	YPR182W	
YBR289W	YCR042C	YDL167C	YDR073W	YFL049W	YGL013C	YGL070C	YGR275W	YHL025W	YIR001C	YJL176C	YKR001C	YML007W	YML114C	YNR023W	YOR290C	YPL016W	YPL129W	YPR034W	
YBR086C	YDL075W	YDL083C	YDR382W	YDR460W	YGR281W	YLR221C	YLR270W	YLR333C	YML026C	YMR143W	YMR194W	YNL104C	YOL058W	YOR078W	YOR108W	YOR173W	YOR234C	YPR043W	
YBR289W	YCR042C	YDL167C	YDR073W	YFL049W	YGL013C	YGR056W	YGR275W	YHL025W	YIR001C	YJL176C	YKR001C	YKR008W	YMR091C	YNR023W	YOR290C	YPL016W	YPL129W	YPR034W	
YBR119W	YCL037C	YDL087C	YDL175C	YDR225W	YHL034C	YJL190C	YJR084W	YLR226W	YLR275W	YLR298C	YML049C	YMR125W	YMR240C	YPL178W	YPL190C	YPR057W	YPR161C	YPR182W	
YBR119W	YCL037C	YDL087C	YDL175C	YDR225W	YGL094C	YGR013W	YHL034C	YIL061C	YJL080C	YJL190C	YJR084W	YJR145C	YKL012W	YLR226W	YLR430W	YMR125W	YPL190C	YPR057W	
YBR017C	YDR127W	YDR188W	YDR335W	YEL022W	YER086W	YFR009W	YGL245W	YGR187C	YGR234W	YHR104W	YJL111W	YKL029C	YLR106C	YML124C	YMR012W	YMR028W	YNL212W	YOR281C	
YBL024W	YBR048W	YBR189W	YDR283C	YGR054W	YGR081C	YGR214W	YGR285C	YJR145C	YKL143W	YKR057W	YLL021W	YLR264W	YML026C	YNL096C	YOR056C	YOR293W	YPL204W	YPL266W	
