YBL027W	YCR031C	YDR418W	YER074W	YFR031C-A	YGR085C	YJL177W	YJL190C	YJR145C	YLR150W	YLR344W	YLR448W	YML024W	YML063W	YML073C	YMR242C	YOR198C	YPL198W	YPL249C-A	
YDL007W	YDL097C	YDL147W	YDR427W	YER021W	YFR004W	YFR010W	YFR052W	YGL048C	YGR232W	YHL030W	YHR200W	YIL075C	YLR421C	YMR314W	YOL038W	YOR117W	YOR261C	YPR108W	
YBL093C	YBR193C	YBR253W	YDL005C	YDR308C	YER022W	YGL025C	YGL127C	YGL151W	YGR104C	YLR071C	YMR112C	YNL236W	YNR010W	YOL051W	YOL135C	YPL042C	YPR070W	YPR168W	
YBR081C	YBR198C	YCL010C	YDR167W	YDR176W	YDR392W	YDR448W	YGL066W	YGR252W	YGR274C	YHR041C	YHR099W	YLR055C	YMR223W	YMR236W	YNL236W	YOL148C	YPL047W	YPL254W	
YBR119W	YDL087C	YDR235W	YDR240C	YER029C	YFL017W-A	YGR013W	YGR074W	YIL061C	YKL012W	YKL214C	YLR147C	YLR275W	YLR298C	YML046W	YMR125W	YOR159C	YPL178W	YPR057W	
YBL072C	YCL011C	YCL037C	YDL083C	YFR001W	YGL049C	YGL173C	YGL246C	YGR054W	YGR162W	YHL034C	YJL190C	YJR145C	YKR060W	YLL045C	YML117W	YMR125W	YOR096W	YPR140W	
YBL090W	YBR251W	YDL045W-A	YDR036C	YDR175C	YDR337W	YER050C	YGL129C	YGR084C	YGR215W	YHL004W	YIL093C	YJR101W	YJR113C	YKL155C	YMR188C	YNL081C	YNR037C	YPL118W	
YBR282W	YCR046C	YCR071C	YDR116C	YDR237W	YDR296W	YDR322W	YGR220C	YJL063C	YKL167C	YKR006C	YKR085C	YLR312W-A	YLR439W	YML009C	YMR024W	YMR193W	YNL005C	YNL177C	
YBL090W	YDR036C	YDR337W	YDR347W	YGL129C	YGR084C	YGR165W	YGR215W	YHL004W	YIL070C	YIL093C	YJR101W	YJR113C	YKL003C	YMR158W	YNL081C	YNR037C	YOR158W	YPL013C	
YBL072C	YCL011C	YCL037C	YDL083C	YEL026W	YER165W	YGL049C	YGR162W	YHL034C	YJL138C	YJL190C	YJR123W	YJR145C	YKL204W	YLL045C	YML117W	YOL139C	YOR276W	YPL131W	
YBR031W	YDL040C	YDL082W	YDR012W	YFR031C-A	YGL076C	YIL133C	YJR145C	YLL045C	YLR029C	YML063W	YML073C	YNL069C	YNL301C	YOL120C	YOL127W	YOR063W	YPL143W	YPL198W	
YBL072C	YCL011C	YCL037C	YDL083C	YDR381W	YGL049C	YGL173C	YGR054W	YGR162W	YHL034C	YJL138C	YJL190C	YJR145C	YKR060W	YML024W	YMR125W	YMR230W	YOR096W	YPR140W	
YBL026W	YBR055C	YCR077C	YDL160C	YDR473C	YER146W	YER172C	YGR091W	YHR156C	YHR165C	YJL124C	YKL173W	YKR022C	YLR147C	YLR275W	YLR438C-A	YMR268C	YNL147W	YOR308C	
YBR065C	YCR063W	YDL030W	YGR075C	YGR091W	YIR009W	YJL203W	YJR022W	YKL173W	YKL214C	YLR275W	YML049C	YMR125W	YMR288W	YNL286W	YOR308C	YOR319W	YPR101W	YPR178W	
YBL072C	YCL011C	YCL037C	YDL051W	YDL083C	YFR001W	YGL173C	YGL246C	YGR054W	YGR162W	YHL034C	YJL190C	YJR145C	YKR060W	YLL045C	YMR230W	YNL118C	YOR096W	YPR140W	
YBL093C	YBR193C	YBR253W	YDL005C	YDR443C	YER022W	YGL025C	YGL127C	YGL151W	YGR104C	YHR041C	YLR071C	YMR112C	YNL025C	YNL236W	YNR010W	YOL135C	YOR174W	YPL042C	
YBR065C	YCR063W	YDL098C	YDL209C	YDR416W	YER172C	YGL128C	YGR091W	YGR278W	YHR156C	YHR165C	YIR009W	YML046W	YMR240C	YMR288W	YOR159C	YPL213W	YPR082C	YPR178W	
YAL011W	YDL002C	YDL070W	YDR334W	YDR359C	YEL018W	YER092W	YFL013C	YHR090C	YJL081C	YLR052W	YLR085C	YLR385C	YLR399C	YML041C	YNL136W	YOR141C	YPL129W	YPR023C	
YAL032C	YBR065C	YDL209C	YDR364C	YDR416W	YER172C	YGR278W	YHR156C	YHR165C	YJR050W	YKL173W	YKR022C	YLL036C	YMR213W	YMR288W	YNL286W	YPL151C	YPL213W	YPR101W	
YBR119W	YCR077C	YDL043C	YDL087C	YDL098C	YDR240C	YER172C	YGR013W	YGR074W	YJR022W	YKL012W	YKL214C	YLR147C	YLR275W	YMR125W	YMR268C	YOR308C	YPR057W	YPR178W	
YBR081C	YCL010C	YDR392W	YDR448W	YGL066W	YGL112C	YGR252W	YGR274C	YHR041C	YLR055C	YML007W	YML015C	YML098W	YMR227C	YOL148C	YPL011C	YPL047W	YPL254W	YPR070W	
YBL092W	YDL083C	YER074W	YFR032C-A	YGL031C	YGL103W	YGL189C	YGR118W	YHR029C	YJL177W	YJR094W-A	YKL046C	YLR287C-A	YLR441C	YML073C	YMR143W	YMR194W	YOL040C	YOL127W	
YBR119W	YCR077C	YDL030W	YDL087C	YDR240C	YER172C	YJL124C	YJR084W	YLR275W	YLR298C	YML049C	YMR125W	YMR268C	YMR288W	YNL286W	YOR308C	YPL178W	YPR082C	YPR182W	
YBL093C	YBR193C	YBR253W	YCR081W	YDL005C	YDR308C	YDR443C	YER022W	YGL025C	YGL127C	YGL151W	YHR041C	YNL025C	YNL236W	YOL051W	YOL135C	YPL042C	YPR070W	YPR168W	
YBL093C	YBR193C	YBR253W	YCR081W	YDL005C	YDR308C	YDR448W	YGL025C	YGL127C	YGL151W	YGR104C	YHR041C	YHR058C	YML007W	YNL236W	YNR010W	YOL135C	YOR174W	YPL042C	
YBL026W	YBR065C	YCR063W	YCR077C	YDL043C	YDL098C	YDL160C	YDR378C	YDR416W	YER112W	YGR074W	YGR075C	YGR091W	YHR156C	YHR165C	YJL124C	YJL203W	YLR147C	YOR308C	
YCR014C	YDL013W	YDL097C	YDR320C	YDR363W-A	YDR394W	YFR004W	YFR010W	YGL048C	YGR232W	YHL030W	YHR027C	YHR200W	YIL075C	YLR421C	YMR191W	YMR314W	YOR117W	YOR259C	
YDL115C	YDL140C	YDR404C	YDR502C	YER139C	YGL043W	YGL070C	YGR063C	YGR186W	YJL140W	YKL104C	YLR180W	YML010W	YML124C	YMR012W	YOL005C	YOR151C	YPL129W	YPR093C	
YDL115C	YDL140C	YDR404C	YDR502C	YGL043W	YGL070C	YGR005C	YGR063C	YGR186W	YLR106C	YLR180W	YML010W	YML124C	YMR012W	YOR151C	YOR224C	YPL129W	YPR093C	YPR187W	
YBL093C	YBR253W	YCR081W	YDR308C	YDR443C	YER022W	YGL025C	YGL127C	YGL151W	YHR041C	YHR058C	YNL025C	YNL236W	YNR010W	YOL051W	YOL135C	YOR174W	YPL042C	YPR070W	
YBL093C	YBR253W	YCR081W	YDL005C	YDR443C	YER022W	YGL025C	YGL127C	YGL151W	YGR104C	YHR041C	YNL025C	YNL236W	YNR010W	YOL051W	YOL135C	YOR174W	YPL042C	YPR070W	
YDL007W	YDL097C	YDL147W	YDR320C	YDR363W-A	YER021W	YFR004W	YFR010W	YGR232W	YHL030W	YHR027C	YHR200W	YKL145W	YLR421C	YMR191W	YOR117W	YOR259C	YOR261C	YPR108W	
YBR081C	YBR198C	YCL010C	YDR176W	YDR392W	YDR448W	YGL066W	YGL112C	YGR252W	YGR274C	YHR099W	YML007W	YML015C	YMR005W	YMR223W	YMR227C	YOL148C	YPL047W	YPL254W	
YBL072C	YBR048W	YBR189W	YCL011C	YCL037C	YDR138W	YGL049C	YGL173C	YGR054W	YGR081C	YGR162W	YHL034C	YHR167W	YJR145C	YML062C	YMR125W	YNL004W	YPL081W	YPR140W	
YBL046W	YBR154C	YDL140C	YDR075W	YDR404C	YGL043W	YGL070C	YGR005C	YGR063C	YGR186W	YIL021W	YJL140W	YML010W	YNL201C	YOL005C	YOR151C	YOR224C	YPR093C	YPR187W	
YBR152W	YCR077C	YDL043C	YDL098C	YDL160C	YER172C	YGL173C	YGR013W	YGR074W	YGR075C	YJL203W	YJR022W	YLR147C	YLR275W	YMR268C	YOR308C	YOR319W	YPR140W	YPR178W	
YDL002C	YDL115C	YDL140C	YER139C	YFL013C	YGL043W	YGL070C	YGR063C	YGR186W	YJL081C	YJL140W	YJL176C	YLR052W	YNL215W	YNR023W	YOL005C	YOR141C	YPL129W	YPR093C	
YBL093C	YBR253W	YCR081W	YDL005C	YDR308C	YDR443C	YER022W	YGL025C	YGL127C	YGL151W	YGR104C	YML007W	YMR112C	YNL025C	YNR010W	YOL051W	YPL042C	YPR070W	YPR168W	
YAL032C	YBR065C	YCR063W	YDL030W	YDL209C	YDR364C	YDR416W	YGL128C	YGR278W	YJL203W	YJR050W	YKL214C	YKR022C	YLR117C	YML049C	YMR125W	YMR213W	YMR288W	YNL286W	
YBL093C	YBR253W	YCR081W	YDL005C	YDR308C	YDR443C	YDR448W	YER022W	YGL127C	YGL151W	YGR104C	YGR252W	YHR041C	YNL025C	YNL236W	YNR010W	YOL051W	YPL042C	YPR070W	
YBL093C	YBR193C	YCR081W	YDL005C	YDR443C	YGL025C	YGL127C	YGL151W	YGR104C	YHR041C	YLR071C	YML007W	YNL025C	YNL236W	YNR010W	YOL051W	YPL042C	YPR070W	YPR168W	
YDL002C	YDL115C	YDL140C	YDR190C	YDR404C	YER092W	YFL013C	YGL043W	YGL070C	YGR005C	YGR186W	YIL021W	YJL140W	YLR052W	YML114C	YNL215W	YOL005C	YPL129W	YPR093C	
YBR251W	YDL045W-A	YDR036C	YDR175C	YDR337W	YDR347W	YGL129C	YGR084C	YGR165W	YGR215W	YHL004W	YIL070C	YIL093C	YJR101W	YJR113C	YKL155C	YMR158W	YMR188C	YNR037C	
YBL093C	YBR193C	YCR081W	YDL005C	YDR443C	YGL025C	YGR104C	YHR041C	YLR071C	YML007W	YMR112C	YNL025C	YNL236W	YNR010W	YOL051W	YOL135C	YPL042C	YPR070W	YPR168W	
YBL093C	YBR193C	YDL005C	YDR443C	YGL025C	YGL151W	YGR104C	YHR041C	YHR058C	YLR071C	YML007W	YMR112C	YNL025C	YNR010W	YOL051W	YOL135C	YPL042C	YPR070W	YPR168W	
YBL093C	YBR193C	YCR081W	YDR308C	YDR448W	YGL025C	YGL127C	YGR104C	YHR041C	YHR058C	YML007W	YNL025C	YNL236W	YNR010W	YOL051W	YOL135C	YPL042C	YPR070W	YPR168W	
YCR014C	YDL147W	YDL216C	YDR179C	YDR363W-A	YDR394W	YDR427W	YER021W	YHL030W	YHR200W	YIL071C	YLR421C	YMR025W	YMR191W	YOL117W	YOR117W	YOR259C	YOR261C	YPR108W	
YBL093C	YBR193C	YCR081W	YDR443C	YGL025C	YGL127C	YGL151W	YGR104C	YHR041C	YHR058C	YLR071C	YNL025C	YNL236W	YNR010W	YOL051W	YOL135C	YPL042C	YPR070W	YPR168W	
YBL093C	YBR193C	YDL005C	YDR443C	YDR448W	YGL025C	YGL127C	YGL151W	YGR104C	YHR041C	YLR071C	YML007W	YMR112C	YNL025C	YNL236W	YNR010W	YOL051W	YPL042C	YPR168W	
YBL093C	YCR081W	YDL005C	YDR443C	YDR448W	YER022W	YGL025C	YGL127C	YGL151W	YHR041C	YML007W	YNL025C	YNL236W	YNR010W	YOL051W	YOL135C	YOR174W	YPL042C	YPR070W	
YDL007W	YDL097C	YDL147W	YDR363W-A	YDR427W	YER021W	YFR004W	YFR010W	YFR052W	YGL048C	YGR232W	YHL030W	YHR200W	YLR421C	YMR191W	YOR117W	YOR259C	YOR261C	YPR108W	
YAL032C	YBR065C	YCR063W	YDL098C	YDR378C	YER172C	YGR013W	YGR075C	YHR156C	YHR165C	YJL124C	YJR022W	YKR022C	YLR117C	YLR275W	YLR438C-A	YMR125W	YPR057W	YPR082C	
YBR146W	YBR251W	YDL045W-A	YDR036C	YDR175C	YDR347W	YER050C	YGL129C	YGR165W	YGR215W	YHL004W	YIL070C	YIL093C	YJR101W	YJR113C	YKL003C	YKL155C	YNR037C	YOR158W	
YBL093C	YCR081W	YDL005C	YDR443C	YGL025C	YGL112C	YGL127C	YGR104C	YHR041C	YHR058C	YLR071C	YML007W	YML098W	YNL025C	YNL236W	YNR010W	YOL051W	YPL042C	YPR070W	
YBR084W	YDL082W	YDR418W	YEL054C	YFR031C-A	YHR010W	YJR145C	YKL180W	YKR060W	YLL045C	YLR367W	YMR143W	YMR194W	YNL069C	YOR063W	YOR096W	YPL198W	YPL249C-A	YPR189W	
YDL007W	YDL097C	YDL147W	YDR320C	YDR363W-A	YDR427W	YFR004W	YFR010W	YFR052W	YGL048C	YHR027C	YHR200W	YIL075C	YLR421C	YMR191W	YOR117W	YOR259C	YOR261C	YPR108W	
YBL038W	YCR046C	YCR071C	YDR116C	YDR237W	YDR296W	YDR322W	YGR220C	YJL063C	YKL167C	YKR006C	YLR312W-A	YLR439W	YML009C	YMR024W	YMR193W	YNL005C	YNL177C	YNL252C	
YAL032C	YBR065C	YCR063W	YDL030W	YDR473C	YGL128C	YHR156C	YHR165C	YIR009W	YJL203W	YJR084W	YLR117C	YMR125W	YMR288W	YNL286W	YOR308C	YPL213W	YPR082C	YPR178W	
YBR198C	YCL010C	YDR176W	YDR392W	YDR448W	YGL066W	YGL151W	YGR252W	YGR274C	YHR041C	YLR055C	YML007W	YMR223W	YNL025C	YNL236W	YOL148C	YPL011C	YPL047W	YPL254W	
YDL002C	YDL115C	YDR190C	YER092W	YFL013C	YGL043W	YGL070C	YGL150C	YGR005C	YGR186W	YHR034C	YIL021W	YJL140W	YLR052W	YNL215W	YOL005C	YOR151C	YPL129W	YPR093C	
YBL092W	YDL083C	YEL026W	YER074W	YFR032C-A	YGL031C	YGL103W	YGL189C	YGR118W	YJL177W	YJR094W-A	YKL046C	YLR287C-A	YLR441C	YML073C	YMR143W	YMR194W	YOL040C	YOL127W	
YDL007W	YDL097C	YDL147W	YDR363W-A	YDR427W	YER021W	YFR004W	YFR010W	YFR052W	YGL048C	YGR232W	YHL030W	YHR200W	YIL075C	YLR421C	YMR191W	YOR117W	YOR261C	YPR108W	
YBL093C	YBR193C	YBR253W	YDR443C	YER022W	YGL025C	YGL127C	YGL151W	YGR104C	YHR041C	YLR071C	YML007W	YMR112C	YNL025C	YNL236W	YNR010W	YOL135C	YOR174W	YPL042C	
YBR081C	YBR198C	YDR145W	YDR167W	YDR176W	YDR392W	YDR448W	YGL066W	YGL112C	YGR252W	YHR041C	YHR099W	YLR055C	YMR223W	YMR227C	YNL236W	YOL148C	YPL047W	YPL254W	
YDL007W	YDL097C	YDL147W	YDR320C	YDR427W	YFR004W	YFR010W	YFR052W	YGL048C	YGR232W	YHL030W	YHR027C	YHR200W	YIL075C	YLR421C	YOR117W	YOR259C	YOR261C	YPR108W	
YBL093C	YCR081W	YDL005C	YDR443C	YDR448W	YER022W	YGL025C	YGL127C	YGL151W	YGR104C	YGR252W	YHR041C	YML007W	YNL236W	YNR010W	YOL051W	YOL135C	YPL042C	YPR070W	
YBL093C	YCR081W	YDL005C	YDR308C	YER022W	YGL025C	YGL151W	YGR104C	YHR041C	YHR058C	YLR071C	YNL236W	YNR010W	YOL051W	YOL135C	YOR174W	YPL042C	YPR070W	YPR168W	
YBR081C	YBR198C	YDR145W	YDR167W	YDR176W	YDR392W	YDR448W	YGL066W	YGL112C	YGR252W	YGR274C	YHR099W	YLR055C	YMR223W	YMR227C	YOL148C	YPL011C	YPL047W	YPL254W	
YBR081C	YBR198C	YDR145W	YDR167W	YDR176W	YDR392W	YDR448W	YGL066W	YGL112C	YGR252W	YGR274C	YHR099W	YLR055C	YML015C	YMR223W	YOL148C	YPL011C	YPL047W	YPL254W	
YBL093C	YBR193C	YCR081W	YDL005C	YDR443C	YDR448W	YGL025C	YGL112C	YGL127C	YGL151W	YGR104C	YHR041C	YHR058C	YML007W	YNL025C	YNR010W	YOL051W	YPL042C	YPR070W	
YBL093C	YBR193C	YCR081W	YDL005C	YDR443C	YDR448W	YGL025C	YGL127C	YGL151W	YGR104C	YHR041C	YHR058C	YML007W	YMR112C	YNL025C	YNL236W	YOL051W	YOR174W	YPL042C	
YDL087C	YDR240C	YER029C	YGR013W	YGR091W	YIL061C	YIR009W	YKL012W	YKL173W	YLR147C	YLR275W	YLR298C	YML046W	YMR125W	YMR240C	YMR288W	YNL286W	YPL213W	YPR057W	
YDL098C	YDR378C	YER172C	YGR074W	YGR075C	YGR091W	YHR156C	YHR165C	YIR009W	YJL124C	YLR424W	YML046W	YMR240C	YMR288W	YNL147W	YOR308C	YPL213W	YPR082C	YPR178W	
YBL074C	YBR055C	YBR119W	YDR240C	YDR473C	YER172C	YGR074W	YIL061C	YIR009W	YJL203W	YJR022W	YKL012W	YKL173W	YLR275W	YLR298C	YML049C	YOR308C	YPR057W	YPR178W	
YAR075W	YCL011C	YCL037C	YCR077C	YDL160C	YDR490C	YER112W	YGL049C	YGL173C	YGR054W	YGR086C	YGR162W	YHL034C	YJL124C	YKL142W	YML056C	YPL004C	YPR140W	YPR178W	
YBR193C	YBR253W	YCR081W	YDR443C	YER022W	YGL025C	YGL151W	YGR104C	YHR041C	YLR071C	YML007W	YMR112C	YNL025C	YNL236W	YNR010W	YOL051W	YPL042C	YPR070W	YPR168W	
YBL074C	YBR055C	YBR065C	YCR063W	YDR416W	YGR091W	YHR156C	YHR165C	YIR009W	YJL203W	YJR050W	YLL036C	YML046W	YMR125W	YMR240C	YOR159C	YOR308C	YPL213W	YPR178W	
YBR055C	YBR119W	YDL087C	YDR235W	YDR240C	YER029C	YER172C	YFL017W-A	YGR013W	YGR074W	YIL061C	YKL012W	YKL214C	YLR147C	YLR275W	YLR298C	YML046W	YPL178W	YPR057W	
YBL072C	YCL037C	YDL083C	YFR001W	YGL049C	YGL173C	YGL246C	YGR054W	YGR162W	YHL034C	YJL190C	YJR145C	YKR060W	YLL045C	YML117W	YMR125W	YMR230W	YNL118C	YOR096W	
YBR193C	YBR253W	YCR081W	YDR443C	YER022W	YGL025C	YGL127C	YGL151W	YGR104C	YHR041C	YML007W	YMR112C	YNL025C	YNL236W	YNR010W	YOL051W	YPL042C	YPR070W	YPR168W	
YBR122C	YCR046C	YCR071C	YDR116C	YDR237W	YDR296W	YDR322W	YDR462W	YGR220C	YJL063C	YKL167C	YKR006C	YKR085C	YLR439W	YMR024W	YNL005C	YNL177C	YNL284C	YOR150W	
YBL003C	YBR245C	YCR052W	YDR225W	YFR013W	YGL133W	YIL126W	YKR001C	YKR008W	YLR033W	YLR357W	YMR072W	YMR091C	YNL030W	YOL017W	YOR058C	YOR304W	YPL082C	YPR052C	
YBR245C	YCR020W-B	YDR224C	YDR225W	YFR013W	YGL133W	YGR056W	YGR275W	YIL126W	YKR001C	YKR008W	YLR357W	YML127W	YMR033W	YMR091C	YOL017W	YOR156C	YOR304W	YPR034W	
YAL011W	YBR231C	YCR060W	YDL002C	YDR190C	YDR334W	YDR485C	YER092W	YGL150C	YGR002C	YLR052W	YLR085C	YLR385C	YLR399C	YML041C	YNL107W	YNL215W	YPL129W	YPL235W	
YAL011W	YBR231C	YCR060W	YDR190C	YDR334W	YDR485C	YEL018W	YGR002C	YHR090C	YHR099W	YJR082C	YLR085C	YLR385C	YLR399C	YML041C	YNL107W	YNL136W	YOR244W	YPL235W	
YBL004W	YBL072C	YBR048W	YBR189W	YCL059C	YDL213C	YDR064W	YGR081C	YGR090W	YJR002W	YKR060W	YLR197W	YLR367W	YOR056C	YOR078W	YOR096W	YOR310C	YPL204W	YPL266W	
YAL043C	YAR003W	YAR014C	YBR175W	YBR258C	YDR195W	YDR469W	YER133W	YHR119W	YJR093C	YKL018W	YKR002W	YLR015W	YLR115W	YMR061W	YMR311C	YNL222W	YNL233W	YPL138C	
YBL072C	YCL011C	YCL037C	YDL083C	YGL049C	YGL173C	YGL246C	YGR054W	YGR162W	YHL034C	YIR001C	YJL190C	YJR145C	YKR060W	YLL045C	YMR125W	YMR230W	YOR096W	YPR140W	
YBL004W	YBL072C	YBR189W	YCL059C	YDL213C	YDR064W	YGR081C	YGR090W	YJL190C	YJR002W	YJR123W	YJR145C	YKR060W	YLR197W	YOR078W	YOR096W	YOR310C	YPL204W	YPL266W	
YAL011W	YBR231C	YDL002C	YDL070W	YDR190C	YDR334W	YDR485C	YER092W	YFL013C	YGR002C	YLR052W	YLR085C	YLR385C	YLR399C	YML041C	YML114C	YNL215W	YOR304W	YPL129W	
YAL011W	YBR231C	YDL002C	YDR190C	YDR334W	YDR485C	YER092W	YFL013C	YGL150C	YGR002C	YHR034C	YLR052W	YLR085C	YLR385C	YML041C	YNL107W	YNL215W	YOR304W	YPL129W	
YBL090W	YBR146W	YBR251W	YDL045W-A	YDR036C	YDR175C	YDR337W	YER050C	YGL129C	YGR165W	YGR215W	YIL070C	YIL093C	YJR101W	YKL155C	YMR158W	YMR188C	YNR037C	YOR158W	
YBR245C	YCR020W-B	YCR052W	YDR303C	YFR013W	YFR037C	YGL133W	YGR056W	YGR275W	YKR001C	YLR321C	YLR357W	YML127W	YMR033W	YMR091C	YOL017W	YOR156C	YOR304W	YPR034W	
YBL074C	YBR065C	YCR063W	YDL030W	YDR473C	YER172C	YJL203W	YKL173W	YLR117C	YLR275W	YLR424W	YML049C	YMR125W	YMR240C	YMR288W	YNL286W	YOR308C	YPR101W	YPR178W	
YBL074C	YBR119W	YCR077C	YDL043C	YDR240C	YDR473C	YER112W	YER172C	YIR009W	YKL012W	YLR275W	YLR298C	YML046W	YML049C	YMR125W	YNL147W	YOR159C	YOR319W	YPL178W	
YBR231C	YCR060W	YDL002C	YDR190C	YDR334W	YDR485C	YER092W	YFL013C	YGL150C	YGR002C	YLR052W	YLR085C	YLR399C	YML041C	YNL107W	YOR141C	YOR304W	YPL129W	YPL235W	
YAR075W	YBL072C	YBR189W	YCL011C	YCL037C	YDL083C	YGL173C	YGR054W	YGR081C	YGR162W	YHL034C	YJL190C	YJR145C	YKL214C	YKR060W	YML056C	YMR125W	YMR230W	YOR096W	
YAR075W	YBL072C	YBR189W	YCL011C	YCL037C	YDL083C	YGL049C	YGL173C	YGR054W	YGR081C	YGR162W	YJL138C	YJL190C	YJR145C	YML056C	YML117W	YMR125W	YMR230W	YPR140W	
YCR072C	YDR101C	YER006W	YER126C	YGR103W	YGR245C	YHR010W	YHR085W	YHR197W	YKL009W	YKR081C	YLR074C	YLR325C	YNL002C	YNL182C	YNR053C	YPL093W	YPL249C-A	YPR016C	
YCR072C	YDR101C	YDR502C	YER006W	YGR103W	YGR245C	YHR052W	YHR085W	YHR197W	YKL029C	YLL008W	YLR106C	YLR180W	YML124C	YMR012W	YNL002C	YNL182C	YNR053C	YPL093W	
YBL074C	YBR152W	YCR077C	YDL030W	YDL160C	YDR473C	YER029C	YER112W	YER146W	YGL173C	YGR074W	YJL124C	YML049C	YOR159C	YOR308C	YOR319W	YPR140W	YPR178W	YPR182W	
YBR193C	YCR081W	YDR359C	YDR443C	YDR448W	YFL024C	YGL025C	YGL151W	YHR041C	YML007W	YMR112C	YNL025C	YNL236W	YOL051W	YOL135C	YOR244W	YPL042C	YPR070W	YPR168W	
