YBL090W	YDR337W	YDR347W	YGL129C	YGR165W	YGR215W	YHR059W	YIL070C	YIL093C	YJL063C	YJR101W	YJR113C	YKL151C	YNL081C	YNR036C	YNR037C	YOL143C	YOR158W	YPL032C	
YBR081C	YBR198C	YCL010C	YDR167W	YDR176W	YDR208W	YDR392W	YDR448W	YGL066W	YGR252W	YGR274C	YLR055C	YMR223W	YMR236W	YOL148C	YPL047W	YPL222W	YPL254W	YPR008W	
YBL082C	YBL093C	YBR193C	YCR081W	YDL005C	YGL025C	YGL127C	YGL151W	YGR104C	YHR041C	YLR071C	YNL025C	YNL236W	YNR010W	YOL051W	YOR192C	YPL042C	YPR070W	YPR168W	
YBL082C	YBL093C	YBR193C	YCR081W	YGL025C	YGL127C	YGL151W	YGR104C	YHR041C	YHR058C	YLR071C	YNL025C	YNL236W	YNR010W	YOL051W	YOL135C	YOR192C	YPR070W	YPR168W	
YBR026C	YBR058C	YBR112C	YCR009C	YDL160C	YDL190C	YDR054C	YDR081C	YEL037C	YIL148W	YJR090C	YKL080W	YKR001C	YKR009C	YKR049C	YNL111C	YNR031C	YPL085W	YPR138C	
YAL027W	YCR009C	YDR032C	YEL001C	YER048C	YER049W	YGL116W	YGR261C	YHR076W	YJL110C	YLR429W	YML095C	YNL032W	YNL073W	YPL004C	YPL155C	YPL218W	YPR062W	YPR171W	
YBL082C	YBL093C	YBR193C	YDL005C	YGL025C	YGL127C	YGL151W	YGR104C	YGR116W	YHR041C	YLR071C	YMR112C	YMR230W	YNR010W	YOL051W	YOL135C	YOR192C	YPR070W	YPR168W	
YAL011W	YBR231C	YDR227W	YDR334W	YDR359C	YDR485C	YEL018W	YHR090C	YJR082C	YLR085C	YLR385C	YLR399C	YML041C	YNL107W	YNL136W	YOL052C	YPL066W	YPR023C	YPR031W	
YBR146W	YBR251W	YDR347W	YDR494W	YER050C	YGL129C	YGR165W	YGR215W	YHL004W	YHR059W	YIL070C	YJR060W	YJR096W	YJR101W	YKL151C	YNL022C	YNL242W	YNR036C	YOL143C	
YAL028W	YBL104C	YBR065C	YDL048C	YDR214W	YDR480W	YER020W	YGR123C	YJR139C	YKL081W	YKR068C	YLR024C	YLR216C	YMR186W	YNR022C	YOR027W	YPL051W	YPL240C	YPR181C	
YCL031C	YDL060W	YGL019W	YGR090W	YGR251W	YIR001C	YKL078W	YKL113C	YKL172W	YMR229C	YNL061W	YNL176C	YNL186W	YNL299W	YOR140W	YOR206W	YPL146C	YPL211W	YPR131C	
YBL082C	YBL093C	YBR193C	YGL025C	YGL127C	YGL151W	YGR104C	YGR116W	YHR041C	YHR058C	YLR071C	YMR230W	YNL025C	YNR010W	YOL051W	YOL135C	YOR192C	YPL042C	YPR070W	
YDR043C	YER155C	YER164W	YGL019W	YGL207W	YHR035W	YIL035C	YJL044C	YKL160W	YLR387C	YLR407W	YMR041C	YMR172W	YOL088C	YOR039W	YOR052C	YOR054C	YOR061W	YOR101W	
YCL030C	YCR053W	YDL077C	YDR127W	YDR129C	YFR044C	YGR240C	YHR179W	YJR009C	YNL009W	YOL013C	YOR027W	YOR299W	YOR368W	YOR375C	YPL003W	YPL240C	YPR069C	YPR164W	
YAL011W	YBR231C	YDR334W	YDR359C	YDR485C	YEL018W	YFL024C	YHR090C	YJL081C	YJR082C	YLR385C	YML041C	YNL107W	YNL136W	YOL052C	YOR244W	YPL066W	YPR023C	YPR031W	
YCR008W	YCR009C	YCR043C	YDL017W	YDR314C	YDR440W	YEL001C	YEL036C	YER048C	YGL134W	YIL039W	YLR218C	YLR429W	YML011C	YNL032W	YNL073W	YOL098C	YPL249C	YPR062W	
YAR002W	YCR035C	YDL111C	YGL232W	YGR180C	YJL026W	YJR041C	YKL114C	YKL214C	YLR335W	YLR347C	YML060W	YNL189W	YOL021C	YOR001W	YOR098C	YPL020C	YPL178W	YPL212C	
YBL090W	YBR146W	YBR251W	YDR124W	YDR175C	YDR337W	YDR347W	YGL129C	YGR165W	YGR215W	YHL004W	YIL070C	YIL093C	YJL063C	YJR101W	YKL151C	YKL155C	YOL143C	YPL032C	
YBL093C	YCR081W	YDL005C	YDR308C	YDR443C	YGL025C	YGL127C	YGR104C	YGR198W	YHR041C	YKR067W	YMR287C	YNL236W	YNR010W	YOL051W	YOR174W	YOR349W	YPL042C	YPR070W	
YBL103C	YBR010W	YEL056W	YER161C	YFR034C	YGL229C	YGR081C	YIR035C	YJL102W	YJL187C	YJR154W	YLL022C	YMR233W	YMR284W	YNL030W	YNL031C	YNL167C	YNL206C	YPL001W	
YBL093C	YBR253W	YCR081W	YDL005C	YER022W	YGL025C	YGL127C	YGL151W	YGR104C	YGR198W	YHR041C	YKR067W	YMR287C	YNL236W	YNR010W	YOL051W	YOL135C	YOR174W	YPR070W	
YAR015W	YBR079C	YDR211W	YDR408C	YDR429C	YER025W	YER030W	YGL016W	YGL064C	YGL143C	YJR007W	YKR026C	YLR192C	YLR291C	YMR309C	YNL068C	YOR052C	YOR260W	YOR361C	
YCR009C	YCR028C-A	YDL156W	YER131W	YGL116W	YGL173C	YGR054W	YHL034C	YIL154C	YIR001C	YLR226W	YMR072W	YNL004W	YNR051C	YOR091W	YPL004C	YPL127C	YPL155C	YPR161C	
YAL031C	YAL043C	YAL046C	YBL010C	YBL101C	YDR195W	YDR301W	YER133W	YGR156W	YHR029C	YJR093C	YKL018W	YLR303W	YMR311C	YNL233W	YNL317W	YOR179C	YOR227W	YPR107C	
YBR119W	YDL087C	YDR235W	YDR240C	YFL017W-A	YGL238W	YGR013W	YGR074W	YHR127W	YIL061C	YJL035C	YKL012W	YLR014C	YLR275W	YLR298C	YML046W	YNL024C	YOR159C	YOR305W	
YBL093C	YCR081W	YDL005C	YDR308C	YDR443C	YER022W	YGL025C	YGL127C	YGL151W	YGR198W	YHR041C	YHR058C	YKR067W	YMR287C	YOL051W	YOR174W	YOR349W	YPL042C	YPR070W	
YBL093C	YCR081W	YDL005C	YDR308C	YDR443C	YGL025C	YGL127C	YGR104C	YGR198W	YHR041C	YHR067W	YKR067W	YMR287C	YNL236W	YNR010W	YOL051W	YOR174W	YOR349W	YPR070W	
YAR042W	YBR065C	YBR079C	YDR047W	YDR408C	YDR429C	YFR030W	YGL016W	YKL004W	YLR192C	YMR146C	YMR309C	YNL068C	YNL244C	YOR254C	YOR361C	YPL051W	YPL105C	YPR041W	
YBL093C	YCR081W	YDL005C	YEL056W	YER022W	YGL025C	YGL127C	YGL151W	YGR104C	YGR198W	YHR041C	YMR230W	YNL236W	YNR010W	YOL051W	YOL135C	YOR386W	YPL042C	YPR070W	
YBL093C	YCR081W	YDL005C	YER022W	YGL025C	YGL127C	YGL151W	YGR198W	YHR041C	YKR067W	YMR287C	YNL236W	YNR010W	YOL051W	YOL135C	YOR174W	YOR349W	YPL042C	YPR070W	
YBR066C	YBR081C	YCL010C	YCR082W	YDL059C	YDR176W	YDR392W	YGL066W	YGL112C	YGR252W	YLR055C	YML098W	YMR223W	YOL148C	YOR023C	YPL011C	YPL047W	YPL254W	YPR008W	
YBL093C	YDL005C	YDR308C	YER022W	YGL025C	YGL151W	YGR104C	YHR041C	YHR058C	YKL054C	YLR071C	YNL236W	YNR010W	YOL051W	YOL135C	YOR174W	YPL042C	YPR070W	YPR168W	
YBL093C	YDL005C	YGL025C	YGL127C	YGL151W	YGR198W	YHR041C	YHR058C	YKR067W	YLR071C	YMR287C	YNL025C	YNL236W	YNR010W	YOL051W	YOL135C	YOR174W	YOR349W	YPL042C	
YBL103C	YBR010W	YCR087C-A	YEL056W	YER161C	YFR034C	YGL229C	YGR081C	YJL102W	YJL187C	YJR154W	YLL022C	YMR233W	YMR284W	YNL031C	YNL054W	YNL167C	YNL206C	YPL001W	
YBL103C	YBR010W	YCR087C-A	YEL056W	YER161C	YFR034C	YGL229C	YGR081C	YJL187C	YJR154W	YLL022C	YMR233W	YMR284W	YNL031C	YNL054W	YNL167C	YNL206C	YOR058C	YPL001W	
YBR066C	YBR081C	YCL010C	YCR082W	YDL059C	YDR145W	YDR176W	YDR392W	YDR448W	YGL066W	YGR252W	YLR055C	YMR223W	YMR236W	YOL148C	YPL047W	YPL222W	YPL254W	YPR008W	
YBL093C	YBR193C	YDL005C	YEL056W	YGL025C	YGL127C	YGL151W	YGR104C	YHR041C	YLR071C	YMR112C	YMR230W	YNL025C	YNL236W	YNR010W	YOL051W	YOR192C	YPL042C	YPR168W	
YAL028W	YBR065C	YDL048C	YDR101C	YDR168W	YDR214W	YER020W	YFR048W	YGR123C	YHL014C	YJR121W	YKR068C	YLR024C	YLR216C	YMR186W	YNR022C	YOR027W	YPL051W	YPL240C	
YBL002W	YBR267W	YCL024W	YDL156W	YDR162C	YDR507C	YEL012W	YGL241W	YJL128C	YKR048C	YLR133W	YLR330W	YLR410W	YML069W	YMR139W	YNL078W	YOL012C	YOL108C	YOR230W	
YBR231C	YDR334W	YDR359C	YDR485C	YEL018W	YFL024C	YHR090C	YJL123C	YJR082C	YLR085C	YLR385C	YLR399C	YML041C	YNL107W	YNL136W	YOL052C	YOR244W	YPL066W	YPR023C	
YAL029C	YBR030W	YBR130C	YBR218C	YDL181W	YDR171W	YDR457W	YGL106W	YKL124W	YKL130C	YKR010C	YLR288C	YLR304C	YLR356W	YML034W	YOL025W	YOR035C	YPL040C	YPR188C	
YAL029C	YBR030W	YBR130C	YDL181W	YDR171W	YDR457W	YGL106W	YKL124W	YKL130C	YKR010C	YLR288C	YLR304C	YLR356W	YML034W	YNL023C	YOL025W	YOR035C	YPL040C	YPR188C	
YBL002W	YBR125C	YDL156W	YEL056W	YER161C	YGL229C	YIL121W	YIR035C	YJL115W	YJL187C	YJR154W	YLL022C	YLR133W	YMR072W	YNL030W	YNL031C	YNL206C	YOL054W	YPL001W	
YBR066C	YCL010C	YCR082W	YDL059C	YDR176W	YDR208W	YDR392W	YDR448W	YDR523C	YGL066W	YGL112C	YGR252W	YLR055C	YMR223W	YOL148C	YOR023C	YPL047W	YPL222W	YPL254W	
YBL093C	YBR193C	YCR081W	YDL005C	YGL025C	YGL127C	YGR104C	YHR041C	YLR071C	YMR112C	YNL025C	YNL236W	YNR010W	YOL051W	YOL135C	YOR192C	YPL042C	YPR070W	YPR168W	
YBR081C	YBR198C	YCL010C	YDL059C	YDR176W	YDR392W	YDR448W	YGL066W	YGL112C	YGR252W	YGR274C	YIL016W	YML015C	YMR005W	YMR223W	YMR227C	YOL148C	YPL047W	YPL254W	
YBL002W	YBR010W	YBR125C	YCR087C-A	YDL156W	YEL056W	YGL229C	YGR081C	YIR035C	YJL187C	YLL022C	YMR072W	YMR233W	YNL030W	YNL031C	YNL167C	YNL206C	YNL261W	YPL001W	
YBL002W	YBL103C	YBR010W	YDL156W	YDR075W	YDR173C	YER091C	YFR034C	YGL241W	YGR081C	YIL153W	YLR133W	YMR044W	YNL054W	YNL167C	YNL201C	YNL261W	YOL054W	YPR162C	
YBL002W	YBL103C	YBR010W	YBR125C	YDL156W	YEL056W	YFR034C	YGR081C	YHR118C	YJL187C	YJR154W	YLR133W	YMR072W	YMR284W	YNL030W	YNL031C	YNL167C	YNL206C	YPL001W	
YCR009C	YDL007W	YDL036C	YDL190C	YDR363W-A	YDR394W	YEL037C	YER162C	YGL048C	YGL094C	YGR232W	YHR200W	YLR421C	YML011C	YNL047C	YNL087W	YOR117W	YOR209C	YPL096W	
YBL002W	YBL008W	YBR125C	YDL156W	YEL056W	YGL229C	YIL121W	YIR035C	YJL115W	YJL187C	YJR154W	YLL022C	YLR133W	YLR403W	YMR072W	YMR233W	YNL030W	YOL054W	YPL001W	
YBR198C	YCL010C	YCR082W	YDL059C	YDR176W	YDR208W	YDR392W	YDR448W	YDR523C	YGL066W	YGL112C	YGR252W	YLR055C	YMR223W	YOL148C	YOR023C	YPL047W	YPL222W	YPL254W	
YBL104C	YBR065C	YDL048C	YDR214W	YDR480W	YDR510W	YER020W	YER086W	YFR048W	YGR123C	YHR074W	YJR139C	YLR024C	YLR216C	YMR186W	YNR022C	YNR031C	YOR027W	YPL240C	
YBR066C	YBR198C	YCL010C	YCR082W	YDL059C	YDR176W	YDR208W	YDR392W	YDR448W	YGL066W	YGL112C	YGR252W	YLR055C	YMR223W	YMR236W	YOL148C	YOR023C	YPL047W	YPL254W	
YAL034C	YDR359C	YEL018W	YFL024C	YHR090C	YJL081C	YJL123C	YJR082C	YMR075W	YNL136W	YNL330C	YOL004W	YOR244W	YPL059W	YPL066W	YPL139C	YPR023C	YPR031W	YPR184W	
YBR084W	YBR279W	YDR043C	YGL207W	YHR035W	YIL035C	YLL063C	YLR387C	YLR418C	YMR041C	YMR113W	YOL088C	YOL145C	YOR040W	YOR052C	YOR054C	YOR101W	YOR123C	YPL084W	
YBR081C	YCL010C	YDL059C	YDR145W	YDR176W	YDR208W	YDR392W	YDR406W	YDR448W	YGL066W	YGR252W	YLR055C	YMR223W	YOL148C	YOR023C	YPL047W	YPL222W	YPL254W	YPR008W	
YDL031W	YDL040C	YDL168W	YDR060W	YHR052W	YIL079C	YJL050W	YKL113C	YLR175W	YMR137C	YMR229C	YMR290C	YNL227C	YNL299W	YOR056C	YOR140W	YOR212W	YPL009C	YPL220W	
YAL051W	YCL059C	YCR016W	YDL040C	YDL051W	YDR113C	YGL078C	YHR089C	YIL159W	YJL162C	YKR092C	YLR175W	YLR197W	YNL227C	YNL325C	YOR078W	YOR310C	YPL009C	YPR178W	
YBL059W	YBL082C	YBR259W	YDL115C	YDL140C	YDR143C	YDR404C	YGL043W	YGL070C	YGR005C	YGR072W	YGR186W	YIL021W	YJL140W	YJR017C	YML114C	YOL005C	YPL129W	YPR133C	
YBR058C	YBR112C	YCR009C	YDL160C	YDL190C	YDR081C	YDR165W	YDR457W	YEL037C	YFR053C	YGL253W	YIL038C	YIL148W	YKL080W	YKR001C	YNL084C	YOL025W	YOR081C	YPL096W	
YBR161W	YCR020W-B	YDL040C	YDR303C	YEL047C	YER062C	YFL033C	YFR037C	YGR056W	YGR275W	YHR008C	YHR013C	YIL126W	YKR008W	YLR357W	YML127W	YMR091C	YMR125W	YOR253W	
YBR161W	YCR020W-B	YDL040C	YDR303C	YEL047C	YER062C	YFL033C	YGR056W	YHR008C	YHR013C	YIL126W	YKR008W	YLR033W	YLR357W	YML127W	YMR033W	YMR091C	YMR125W	YOR253W	
YCR063W	YDL043C	YDR482C	YER029C	YGL174W	YJL203W	YKL095W	YLR011W	YLR147C	YLR275W	YMR213W	YMR240C	YMR288W	YNL024C	YNL286W	YOR097C	YOR319W	YPL213W	YPR057W	
YAL013W	YAL034C	YBR095C	YBR223C	YDL076C	YGR255C	YGR263C	YIL084C	YJL168C	YMR075W	YMR263W	YNL097C	YNL330C	YOL004W	YPL059W	YPL139C	YPL181W	YPR023C	YPR184W	
YAL019W	YBR084W	YBR088C	YER164W	YGL019W	YGL207W	YGR071C	YHR035W	YIL035C	YKL088W	YLR387C	YML069W	YOL088C	YOL108C	YOR039W	YOR052C	YOR054C	YOR061W	YOR101W	
YCR063W	YDL043C	YDR482C	YER069W	YGL174W	YGR074W	YKL095W	YKL173W	YLR147C	YLR275W	YLR325C	YMR213W	YNL024C	YNL092W	YOR097C	YOR305W	YPL151C	YPR057W	YPR134W	
YBL046W	YBL082C	YBR259W	YDL140C	YDR075W	YDR143C	YDR173C	YDR404C	YDR463W	YGL043W	YGL070C	YGR063C	YIL021W	YML010W	YNL201C	YOL005C	YOR151C	YPR093C	YPR133C	
YAL019W	YBR084W	YBR088C	YBR279W	YGL207W	YGL244W	YHR035W	YIL035C	YLL063C	YLR387C	YLR418C	YOL088C	YOL145C	YOR052C	YOR054C	YOR061W	YOR101W	YOR123C	YPL084W	
YCL010C	YDR145W	YDR176W	YDR392W	YDR448W	YGL066W	YGL112C	YGR130C	YGR252W	YLR055C	YML031W	YML098W	YMR223W	YMR227C	YOL148C	YPL011C	YPL047W	YPL254W	YPR008W	
YBR289W	YER155C	YFL049W	YGR275W	YHL025W	YIL177C	YJL176C	YLR035C	YMR033W	YMR159C	YNL085W	YNR023W	YOR156C	YOR290C	YPL016W	YPL129W	YPL208W	YPR034W	YPR081C	
YBL058W	YBR273C	YCR084C	YDL126C	YDR049W	YDR295C	YDR330W	YFL044C	YHR154W	YJR053W	YJR098C	YKL213C	YLR377C	YML064C	YMR067C	YNL155W	YOR201C	YOR342C	YPL133C	
YBR044C	YBR161W	YCR052W	YEL047C	YFL033C	YFR037C	YGR056W	YGR275W	YHL025W	YIL126W	YIL177C	YLR035C	YLR357W	YMR091C	YMR159C	YOR156C	YOR290C	YPL208W	YPR034W	
YBL058W	YBR170C	YBR273C	YCR084C	YDL126C	YDR049W	YDR295C	YDR330W	YFL044C	YGL108C	YHR154W	YJR098C	YKL213C	YLR377C	YML064C	YMR067C	YNL155W	YOR342C	YPL133C	
YAL019W	YBL008W	YBR215W	YDR043C	YGL019W	YIL035C	YIL121W	YJL115W	YJR140C	YKR072C	YLR072W	YLR387C	YMR154C	YNL030W	YNL031C	YNL079C	YOR038C	YOR054C	YOR061W	
YAL019W	YBL008W	YBR215W	YDR043C	YGL019W	YIL035C	YIL121W	YJL115W	YJR140C	YKL088W	YLR072W	YLR387C	YLR407W	YMR154C	YNL030W	YNL031C	YOL088C	YOR038C	YOR061W	
YBL055C	YCR035C	YDL111C	YDR280W	YER143W	YER161C	YGR095C	YGR158C	YGR195W	YHR069C	YHR081W	YKL114C	YKL129C	YNL189W	YNL232W	YNR024W	YOL021C	YOL142W	YOR001W	
YBL055C	YBR025C	YCR035C	YDL111C	YDR280W	YGR095C	YGR158C	YGR195W	YHR069C	YHR081W	YJR051W	YLR398C	YNL232W	YNR024W	YOL021C	YOL142W	YOR001W	YOR076C	YPR189W	
YBR047W	YDL019C	YDL145C	YDR047W	YDR238C	YER059W	YER120W	YER122C	YFR051C	YGL137W	YGR233C	YIL076W	YLR190W	YLR260W	YNL255C	YNL287W	YPL010W	YPL031C	YPL219W	
YAL017W	YBR161W	YCL044C	YCR020W-B	YDL179W	YEL047C	YER062C	YGR056W	YGR275W	YIL177C	YKR008W	YLR035C	YMR091C	YMR159C	YOL070C	YOR115C	YOR156C	YPR034W	YPR081C	
YBL055C	YBL105C	YBR025C	YCR035C	YDL111C	YDR280W	YGR095C	YGR158C	YGR195W	YHR069C	YHR081W	YJR051W	YLR398C	YNL232W	YNR024W	YOL021C	YOL142W	YOR001W	YPR189W	
YBL054W	YCR032W	YDL147W	YDR055W	YDR159W	YDR320C	YDR363W-A	YDR427W	YER151C	YFR004W	YGL094C	YJL080C	YLL040C	YNL047C	YNL087W	YOR209C	YOR261C	YPL242C	YPR003C	
YBR173C	YDR011W	YDR400W	YEL061C	YER094C	YGL011C	YGL096W	YGR253C	YIL099W	YIR030C	YJL088W	YKL206C	YKR054C	YKR070W	YLR211C	YML092C	YMR314W	YOR157C	YOR355W	
YBR081C	YCL010C	YDL059C	YDR176W	YDR392W	YDR406W	YGL066W	YGL112C	YGR252W	YLR055C	YML098W	YMR223W	YOL148C	YOR023C	YPL011C	YPL047W	YPL222W	YPL254W	YPR008W	
YBL054W	YCR014C	YDL036C	YDL190C	YDR081C	YDR108W	YDR363W-A	YEL037C	YFR010W	YGL094C	YGR232W	YHR200W	YKL007W	YKL145W	YLR421C	YOR117W	YOR124C	YOR209C	YPL096W	
YBL054W	YCR014C	YDL036C	YDL175C	YDR108W	YDR363W-A	YFR010W	YGL004C	YGL048C	YGL094C	YGL141W	YGR232W	YHR200W	YIL075C	YLR180W	YLR421C	YMR191W	YNL047C	YNL087W	
YBR081C	YCL010C	YDR145W	YDR176W	YDR392W	YDR406W	YGL066W	YGL112C	YGR252W	YLR055C	YML098W	YMR223W	YMR227C	YOL148C	YOR023C	YPL047W	YPL222W	YPL254W	YPR008W	
YAL011W	YBR231C	YCR060W	YDR190C	YDR334W	YDR485C	YGR086C	YGR173W	YGR267C	YJL081C	YKR086W	YLR085C	YLR385C	YML041C	YNL107W	YNL229C	YOL045W	YOL052C	YPL235W	
YBL074C	YBR055C	YBR119W	YDL181W	YDR235W	YER172C	YFL017W-A	YHR156C	YHR165C	YIL061C	YLR147C	YML046W	YML049C	YNL092W	YNR011C	YOR097C	YOR159C	YOR305W	YOR308C	
YBL054W	YCR014C	YDL007W	YDL036C	YDL175C	YDR363W-A	YDR394W	YFR010W	YGL004C	YGL048C	YGL094C	YGL141W	YGR232W	YHR200W	YLR421C	YNL047C	YNL087W	YOR117W	YOR209C	
YBR081C	YCL010C	YCR082W	YDL059C	YDR176W	YDR208W	YDR392W	YDR406W	YDR448W	YGL066W	YGR252W	YLR055C	YMR223W	YOL148C	YOR023C	YPL047W	YPL222W	YPL254W	YPR008W	
YBR081C	YCL010C	YCR082W	YDL059C	YDR145W	YDR176W	YDR208W	YDR392W	YDR448W	YGL066W	YGR252W	YLR055C	YMR223W	YOL148C	YOR023C	YPL047W	YPL222W	YPL254W	YPR008W	
YBL074C	YBR119W	YDL087C	YFL017W-A	YGR013W	YGR074W	YGR091W	YHR165C	YIL061C	YLR014C	YLR275W	YLR298C	YML046W	YNL024C	YNL092W	YNR011C	YOR305W	YOR308C	YPR057W	
YBL074C	YBR119W	YDR240C	YDR473C	YER172C	YFL017W-A	YGR074W	YGR091W	YHR127W	YJR022W	YKL012W	YKL173W	YLR275W	YLR298C	YMR125W	YNL092W	YNL147W	YOR305W	YPR057W	
YBL074C	YBR119W	YDR240C	YDR473C	YER172C	YFL017W-A	YGR074W	YGR091W	YHR127W	YJR022W	YKL012W	YKL173W	YLR275W	YLR298C	YNL092W	YNL147W	YOR305W	YOR308C	YPR057W	
YBL059W	YBR259W	YDL115C	YDL140C	YDR289C	YDR404C	YGL043W	YGL070C	YGL124C	YGL246C	YGR063C	YGR186W	YJL140W	YJR017C	YML010W	YOL005C	YOR151C	YPL129W	YPR133C	
YBR235W	YDR001C	YDR017C	YDR099W	YDR348C	YER177W	YFR017C	YGL181W	YGR097W	YHR161C	YIR003W	YKR098C	YLR176C	YLR256W	YNL267W	YNR014W	YNR047W	YOR140W	YOR220W	
YBR081C	YCL010C	YCR082W	YDL059C	YDR145W	YDR176W	YDR208W	YDR392W	YDR406W	YDR448W	YGL066W	YGR252W	YLR055C	YMR223W	YOL148C	YOR023C	YPL047W	YPL222W	YPL254W	
YBR279W	YDR043C	YGL017W	YGL244W	YGR043C	YIL035C	YKL160W	YLL063C	YLR387C	YLR418C	YMR154C	YOL088C	YOL145C	YOR040W	YOR052C	YOR054C	YOR061W	YOR123C	YPL084W	
YBR279W	YDR043C	YER164W	YGL207W	YGL244W	YHR035W	YIL035C	YJR089W	YLL063C	YLR387C	YLR418C	YMR154C	YOL088C	YOR039W	YOR040W	YOR052C	YOR061W	YOR101W	YPL084W	
YBR047W	YDL019C	YDL145C	YDR238C	YER059W	YER120W	YER122C	YFR051C	YGL137W	YGR233C	YIL076W	YLR260W	YNL255C	YNL272C	YNL287W	YOL001W	YPL010W	YPL031C	YPL219W	
YBL019W	YBR044C	YBR115C	YBR161W	YCR020W-B	YDR303C	YDR520C	YER062C	YGR056W	YGR275W	YIL126W	YKR008W	YLR033W	YLR357W	YML127W	YMR033W	YMR091C	YMR125W	YOL070C	
YBR081C	YBR198C	YCR082W	YDL059C	YDR145W	YDR167W	YDR176W	YDR392W	YDR448W	YDR523C	YGL066W	YGL112C	YGR252W	YLR055C	YMR223W	YOL148C	YOR023C	YPL047W	YPL254W	
